shift_id,restaurant_id,employee_id,employee_name,role,shift_start,shift_end,actual_start,actual_end,hours_worked,hourly_rate,shift_earnings,orders_handled,tips_received,performance_rating,notes
SHIFT10126,noodle-nation-001,EMP009,Employee 74,DELIVERY_MANAGER,2025-11-09T14:00:00,2025-11-09T22:00:00,2025-11-09T14:06:00,2025-11-09T22:18:00,8.2,180,1476,0,0,3.5,
SHIFT10127,burger-blvd-001,EMP008,Employee 27,SERVER,2025-10-17T06:00:00,2025-10-17T14:00:00,2025-10-17T05:48:00,2025-10-17T14:17:00,8.48,150,1272.5,29,218.32,4.8,Handled rush hour well
SHIFT10128,sweet-delights-001,EMP069,Employee 89,CASHIER,2025-10-01T18:00:00,2025-10-02T02:00:00,2025-10-01T17:59:00,2025-10-02T02:08:00,8.15,160,1304,0,0,3.6,
SHIFT10129,burger-blvd-001,EMP059,Employee 90,KITCHEN_HELPER,2025-10-15T06:00:00,2025-10-15T14:00:00,2025-10-15T05:47:00,2025-10-15T13:50:00,8.05,130,1046.5,0,0,4.1,On time
SHIFT10130,sweet-delights-001,EMP052,Employee 93,KITCHEN_HELPER,2025-10-28T14:00:00,2025-10-28T22:00:00,2025-10-28T13:56:00,2025-10-28T21:57:00,8.02,130,1042.17,0,0,4.3,On time
SHIFT10131,crust-crumble-001,EMP009,Employee 45,DELIVERY_MANAGER,2025-12-05T18:00:00,2025-12-06T02:00:00,2025-12-05T17:46:00,2025-12-06T02:20:00,8.57,180,1542,0,0,5,Handled rush hour well
SHIFT10132,noodle-nation-001,EMP023,Employee 91,CASHIER,2025-09-13T14:00:00,2025-09-13T22:00:00,2025-09-13T13:59:00,2025-09-13T21:58:00,7.98,160,1277.33,0,0,4.8,Training new staff
SHIFT10133,crust-crumble-001,EMP062,Employee 20,BARISTA,2025-10-20T18:00:00,2025-10-21T02:00:00,2025-10-20T17:51:00,2025-10-21T02:16:00,8.42,200,1683.33,0,0,3.5,Handled rush hour well
SHIFT10134,noodle-nation-001,EMP031,Employee 100,BARISTA,2025-10-05T18:00:00,2025-10-06T02:00:00,2025-10-05T17:57:00,2025-10-06T02:17:00,8.33,200,1666.67,0,0,4.8,
SHIFT10135,crust-crumble-001,EMP086,Employee 99,KITCHEN_HELPER,2025-10-31T06:00:00,2025-10-31T14:00:00,2025-10-31T06:03:00,2025-10-31T14:00:00,7.95,130,1033.5,0,0,4.4,Handled rush hour well
SHIFT10136,golden-spoon-001,EMP043,Employee 5,BARISTA,2025-11-13T14:00:00,2025-11-13T22:00:00,2025-11-13T13:46:00,2025-11-13T22:16:00,8.5,200,1700,0,0,3.6,Training new staff
SHIFT10137,noodle-nation-001,EMP036,Employee 48,CASHIER,2025-12-08T18:00:00,2025-12-09T02:00:00,2025-12-08T17:58:00,2025-12-09T01:54:00,7.93,160,1269.33,0,0,3.8,On time
SHIFT10138,bean-brew-001,EMP076,Employee 17,SERVER,2025-11-13T14:00:00,2025-11-13T22:00:00,2025-11-13T13:48:00,2025-11-13T21:58:00,8.17,150,1225,50,281.59,3.7,On time
SHIFT10139,noodle-nation-001,EMP033,Employee 48,DELIVERY_MANAGER,2025-11-11T06:00:00,2025-11-11T14:00:00,2025-11-11T06:06:00,2025-11-11T14:10:00,8.07,180,1452,0,0,3.6,
SHIFT10140,sweet-delights-001,EMP012,Employee 63,SERVER,2025-11-13T06:00:00,2025-11-13T14:00:00,2025-11-13T06:03:00,2025-11-13T14:00:00,7.95,150,1192.5,43,350.05,3.6,Training new staff
SHIFT10141,sweet-delights-001,EMP059,Employee 90,DELIVERY_MANAGER,2025-12-06T14:00:00,2025-12-06T22:00:00,2025-12-06T14:05:00,2025-12-06T22:12:00,8.12,180,1461,0,0,3.8,Handled rush hour well
SHIFT10142,golden-spoon-001,EMP009,Employee 25,CHEF,2025-11-02T06:00:00,2025-11-02T14:00:00,2025-11-02T05:59:00,2025-11-02T14:11:00,8.2,250,2050,31,0,4,Training new staff
SHIFT10143,burger-blvd-001,EMP081,Employee 93,CHEF,2025-11-25T14:00:00,2025-11-25T22:00:00,2025-11-25T13:58:00,2025-11-25T22:07:00,8.15,250,2037.5,26,0,3.6,On time
SHIFT10144,bean-brew-001,EMP062,Employee 100,CHEF,2025-09-19T14:00:00,2025-09-19T22:00:00,2025-09-19T14:07:00,2025-09-19T22:17:00,8.17,250,2041.67,47,0,4.6,On time
SHIFT10145,noodle-nation-001,EMP065,Employee 96,DELIVERY_MANAGER,2025-11-03T18:00:00,2025-11-04T02:00:00,2025-11-03T18:02:00,2025-11-04T02:05:00,8.05,180,1449,0,0,4,Handled rush hour well
SHIFT10146,golden-spoon-001,EMP079,Employee 52,CHEF,2025-09-28T18:00:00,2025-09-29T02:00:00,2025-09-28T18:06:00,2025-09-29T02:14:00,8.13,250,2033.33,75,0,4.8,
SHIFT10147,golden-spoon-001,EMP072,Employee 75,BARISTA,2025-10-08T18:00:00,2025-10-09T02:00:00,2025-10-08T18:10:00,2025-10-09T02:18:00,8.13,200,1626.67,0,0,3.9,Handled rush hour well
SHIFT10148,sweet-delights-001,EMP024,Employee 100,BARISTA,2025-10-28T18:00:00,2025-10-29T02:00:00,2025-10-28T17:53:00,2025-10-29T02:18:00,8.42,200,1683.33,0,0,4.5,On time
SHIFT10149,noodle-nation-001,EMP011,Employee 63,KITCHEN_HELPER,2025-09-17T14:00:00,2025-09-17T22:00:00,2025-09-17T13:55:00,2025-09-17T21:50:00,7.92,130,1029.17,0,0,4.1,
SHIFT10150,golden-spoon-001,EMP087,Employee 50,SERVER,2025-09-23T06:00:00,2025-09-23T14:00:00,2025-09-23T06:01:00,2025-09-23T13:58:00,7.95,150,1192.5,56,491.53,4.8,
SHIFT10151,burger-blvd-001,EMP012,Employee 97,BARISTA,2025-10-15T14:00:00,2025-10-15T22:00:00,2025-10-15T14:03:00,2025-10-15T22:11:00,8.13,200,1626.67,0,0,5,On time
SHIFT10152,crust-crumble-001,EMP030,Employee 43,DELIVERY_MANAGER,2025-09-29T18:00:00,2025-09-30T02:00:00,2025-09-29T18:05:00,2025-09-30T01:52:00,7.78,180,1401,0,0,4.6,Handled rush hour well
SHIFT10153,sweet-delights-001,EMP022,Employee 16,BARISTA,2025-09-20T14:00:00,2025-09-20T22:00:00,2025-09-20T13:46:00,2025-09-20T22:17:00,8.52,200,1703.33,0,0,4.8,Training new staff
SHIFT10154,sweet-delights-001,EMP090,Employee 44,CASHIER,2025-10-01T18:00:00,2025-10-02T02:00:00,2025-10-01T17:51:00,2025-10-02T02:04:00,8.22,160,1314.67,0,0,4.2,Handled rush hour well
SHIFT10155,crust-crumble-001,EMP033,Employee 39,CHEF,2025-09-15T06:00:00,2025-09-15T14:00:00,2025-09-15T05:49:00,2025-09-15T14:06:00,8.28,250,2070.83,63,0,5,Training new staff
SHIFT10156,bean-brew-001,EMP017,Employee 64,CHEF,2025-11-23T14:00:00,2025-11-23T22:00:00,2025-11-23T13:53:00,2025-11-23T22:19:00,8.43,250,2108.33,72,0,4.6,Training new staff
SHIFT10157,golden-spoon-001,EMP055,Employee 14,SERVER,2025-10-05T06:00:00,2025-10-05T14:00:00,2025-10-05T06:02:00,2025-10-05T14:00:00,7.97,150,1195,54,424.44,4.5,Handled rush hour well
SHIFT10158,noodle-nation-001,EMP078,Employee 100,DELIVERY_MANAGER,2025-09-10T18:00:00,2025-09-11T02:00:00,2025-09-10T17:58:00,2025-09-11T02:16:00,8.3,180,1494,0,0,4.5,
SHIFT10159,sweet-delights-001,EMP075,Employee 17,BARISTA,2025-11-02T18:00:00,2025-11-03T02:00:00,2025-11-02T17:55:00,2025-11-03T01:57:00,8.03,200,1606.67,0,0,4.5,
SHIFT10160,crust-crumble-001,EMP041,Employee 77,DELIVERY_MANAGER,2025-10-08T14:00:00,2025-10-08T22:00:00,2025-10-08T14:10:00,2025-10-08T21:57:00,7.78,180,1401,0,0,4,Training new staff
SHIFT10161,bean-brew-001,EMP065,Employee 27,DELIVERY_MANAGER,2025-09-23T06:00:00,2025-09-23T14:00:00,2025-09-23T05:48:00,2025-09-23T13:58:00,8.17,180,1470,0,0,4.6,Handled rush hour well
SHIFT10162,sweet-delights-001,EMP074,Employee 49,DELIVERY_MANAGER,2025-12-05T18:00:00,2025-12-06T02:00:00,2025-12-05T17:57:00,2025-12-06T01:56:00,7.98,180,1437,0,0,3.8,Training new staff
SHIFT10163,bean-brew-001,EMP072,Employee 8,BARISTA,2025-10-11T18:00:00,2025-10-12T02:00:00,2025-10-11T17:51:00,2025-10-12T01:50:00,7.98,200,1596.67,0,0,4.1,Training new staff
SHIFT10164,burger-blvd-001,EMP075,Employee 62,KITCHEN_HELPER,2025-09-18T18:00:00,2025-09-19T02:00:00,2025-09-18T17:45:00,2025-09-19T02:12:00,8.45,130,1098.5,0,0,4.9,Handled rush hour well
SHIFT10165,bean-brew-001,EMP019,Employee 3,CASHIER,2025-11-06T06:00:00,2025-11-06T14:00:00,2025-11-06T05:56:00,2025-11-06T14:12:00,8.27,160,1322.67,0,0,4.2,Training new staff
SHIFT10166,noodle-nation-001,EMP048,Employee 79,CASHIER,2025-10-04T14:00:00,2025-10-04T22:00:00,2025-10-04T13:58:00,2025-10-04T22:16:00,8.3,160,1328,0,0,3.7,Handled rush hour well
SHIFT10167,sweet-delights-001,EMP030,Employee 31,SERVER,2025-10-20T06:00:00,2025-10-20T14:00:00,2025-10-20T05:46:00,2025-10-20T14:10:00,8.4,150,1260,11,310.57,3.9,On time
SHIFT10168,noodle-nation-001,EMP046,Employee 63,KITCHEN_HELPER,2025-11-03T18:00:00,2025-11-04T02:00:00,2025-11-03T17:55:00,2025-11-04T02:15:00,8.33,130,1083.33,0,0,3.7,Training new staff
SHIFT10169,burger-blvd-001,EMP072,Employee 35,CHEF,2025-11-29T18:00:00,2025-11-30T02:00:00,2025-11-29T17:47:00,2025-11-30T02:10:00,8.38,250,2095.83,73,0,4.4,Handled rush hour well
SHIFT10170,burger-blvd-001,EMP082,Employee 35,BARISTA,2025-11-20T14:00:00,2025-11-20T22:00:00,2025-11-20T14:01:00,2025-11-20T21:53:00,7.87,200,1573.33,0,0,4,On time
SHIFT10171,bean-brew-001,EMP076,Employee 47,KITCHEN_HELPER,2025-12-06T06:00:00,2025-12-06T14:00:00,2025-12-06T05:46:00,2025-12-06T14:06:00,8.33,130,1083.33,0,0,3.6,On time
SHIFT10172,sweet-delights-001,EMP012,Employee 95,CASHIER,2025-09-26T14:00:00,2025-09-26T22:00:00,2025-09-26T13:50:00,2025-09-26T21:59:00,8.15,160,1304,0,0,4.3,On time
SHIFT10173,crust-crumble-001,EMP031,Employee 81,KITCHEN_HELPER,2025-09-28T14:00:00,2025-09-28T22:00:00,2025-09-28T14:05:00,2025-09-28T21:59:00,7.9,130,1027,0,0,3.9,On time
SHIFT10174,golden-spoon-001,EMP024,Employee 42,CASHIER,2025-12-08T14:00:00,2025-12-08T22:00:00,2025-12-08T14:05:00,2025-12-08T22:07:00,8.03,160,1285.33,0,0,4.7,Training new staff
SHIFT10175,crust-crumble-001,EMP034,Employee 30,BARISTA,2025-10-12T18:00:00,2025-10-13T02:00:00,2025-10-12T18:07:00,2025-10-13T02:05:00,7.97,200,1593.33,0,0,4.1,Training new staff
SHIFT10176,crust-crumble-001,EMP038,Employee 75,BARISTA,2025-09-22T18:00:00,2025-09-23T02:00:00,2025-09-22T18:02:00,2025-09-23T02:09:00,8.12,200,1623.33,0,0,3.9,On time
SHIFT10177,noodle-nation-001,EMP095,Employee 16,CASHIER,2025-11-03T06:00:00,2025-11-03T14:00:00,2025-11-03T05:48:00,2025-11-03T14:11:00,8.38,160,1341.33,0,0,3.9,Handled rush hour well
SHIFT10178,noodle-nation-001,EMP016,Employee 64,SERVER,2025-11-02T14:00:00,2025-11-02T22:00:00,2025-11-02T13:59:00,2025-11-02T22:19:00,8.33,150,1250,67,441.06,4,On time
SHIFT10179,golden-spoon-001,EMP092,Employee 30,KITCHEN_HELPER,2025-10-03T14:00:00,2025-10-03T22:00:00,2025-10-03T14:03:00,2025-10-03T22:17:00,8.23,130,1070.33,0,0,3.5,On time
SHIFT10180,golden-spoon-001,EMP077,Employee 44,DELIVERY_MANAGER,2025-10-28T06:00:00,2025-10-28T14:00:00,2025-10-28T05:54:00,2025-10-28T14:12:00,8.3,180,1494,0,0,4.6,Handled rush hour well
SHIFT10181,golden-spoon-001,EMP045,Employee 58,CASHIER,2025-09-26T18:00:00,2025-09-27T02:00:00,2025-09-26T17:56:00,2025-09-27T02:05:00,8.15,160,1304,0,0,3.6,Handled rush hour well
SHIFT10182,bean-brew-001,EMP041,Employee 52,CASHIER,2025-09-25T06:00:00,2025-09-25T14:00:00,2025-09-25T06:10:00,2025-09-25T13:52:00,7.7,160,1232,0,0,4.9,On time
SHIFT10183,golden-spoon-001,EMP033,Employee 25,CASHIER,2025-09-20T06:00:00,2025-09-20T14:00:00,2025-09-20T05:45:00,2025-09-20T13:56:00,8.18,160,1309.33,0,0,5,Training new staff
SHIFT10184,noodle-nation-001,EMP035,Employee 21,BARISTA,2025-10-27T06:00:00,2025-10-27T14:00:00,2025-10-27T05:51:00,2025-10-27T13:58:00,8.12,200,1623.33,0,0,4.4,On time
SHIFT10185,sweet-delights-001,EMP041,Employee 29,DELIVERY_MANAGER,2025-10-25T06:00:00,2025-10-25T14:00:00,2025-10-25T06:07:00,2025-10-25T14:09:00,8.03,180,1446,0,0,4.5,
SHIFT10186,sweet-delights-001,EMP045,Employee 92,KITCHEN_HELPER,2025-10-14T18:00:00,2025-10-15T02:00:00,2025-10-14T18:09:00,2025-10-15T02:10:00,8.02,130,1042.17,0,0,4.5,Handled rush hour well
SHIFT10187,bean-brew-001,EMP087,Employee 34,CASHIER,2025-11-30T18:00:00,2025-12-01T02:00:00,2025-11-30T17:47:00,2025-12-01T02:15:00,8.47,160,1354.67,0,0,4.9,On time
SHIFT10188,golden-spoon-001,EMP099,Employee 64,KITCHEN_HELPER,2025-09-29T14:00:00,2025-09-29T22:00:00,2025-09-29T14:08:00,2025-09-29T22:14:00,8.1,130,1053,0,0,3.7,Training new staff
SHIFT10189,bean-brew-001,EMP072,Employee 44,DELIVERY_MANAGER,2025-10-24T18:00:00,2025-10-25T02:00:00,2025-10-24T17:56:00,2025-10-25T01:54:00,7.97,180,1434,0,0,4.7,Training new staff
SHIFT10190,crust-crumble-001,EMP070,Employee 42,CASHIER,2025-11-09T14:00:00,2025-11-09T22:00:00,2025-11-09T14:01:00,2025-11-09T22:14:00,8.22,160,1314.67,0,0,4.9,Training new staff
SHIFT10191,crust-crumble-001,EMP066,Employee 55,KITCHEN_HELPER,2025-09-15T06:00:00,2025-09-15T14:00:00,2025-09-15T05:57:00,2025-09-15T14:17:00,8.33,130,1083.33,0,0,4.2,
SHIFT10192,burger-blvd-001,EMP069,Employee 52,CASHIER,2025-09-18T14:00:00,2025-09-18T22:00:00,2025-09-18T14:10:00,2025-09-18T22:03:00,7.88,160,1261.33,0,0,3.7,Training new staff
SHIFT10193,golden-spoon-001,EMP045,Employee 5,CHEF,2025-10-24T06:00:00,2025-10-24T14:00:00,2025-10-24T05:57:00,2025-10-24T13:55:00,7.97,250,1991.67,30,0,3.6,Handled rush hour well
SHIFT10194,burger-blvd-001,EMP012,Employee 78,BARISTA,2025-09-24T06:00:00,2025-09-24T14:00:00,2025-09-24T05:47:00,2025-09-24T13:59:00,8.2,200,1640,0,0,4.4,On time
SHIFT10195,bean-brew-001,EMP022,Employee 47,BARISTA,2025-11-23T14:00:00,2025-11-23T22:00:00,2025-11-23T13:45:00,2025-11-23T22:06:00,8.35,200,1670,0,0,3.9,Handled rush hour well
SHIFT10196,sweet-delights-001,EMP072,Employee 20,SERVER,2025-11-25T14:00:00,2025-11-25T22:00:00,2025-11-25T14:01:00,2025-11-25T22:19:00,8.3,150,1245,43,311.77,4.9,Training new staff
SHIFT10197,crust-crumble-001,EMP033,Employee 62,CHEF,2025-09-11T14:00:00,2025-09-11T22:00:00,2025-09-11T14:05:00,2025-09-11T21:56:00,7.85,250,1962.5,78,0,4.8,On time
SHIFT10198,sweet-delights-001,EMP087,Employee 96,DELIVERY_MANAGER,2025-11-04T14:00:00,2025-11-04T22:00:00,2025-11-04T13:50:00,2025-11-04T22:03:00,8.22,180,1479,0,0,3.7,
SHIFT10199,bean-brew-001,EMP066,Employee 81,CASHIER,2025-10-03T18:00:00,2025-10-04T02:00:00,2025-10-03T17:50:00,2025-10-04T02:10:00,8.33,160,1333.33,0,0,3.7,Handled rush hour well
SHIFT10200,golden-spoon-001,EMP013,Employee 27,CASHIER,2025-09-16T06:00:00,2025-09-16T14:00:00,2025-09-16T06:02:00,2025-09-16T14:04:00,8.03,160,1285.33,0,0,4.8,On time
SHIFT10201,noodle-nation-001,EMP100,Employee 29,CHEF,2025-10-09T06:00:00,2025-10-09T14:00:00,2025-10-09T06:05:00,2025-10-09T14:12:00,8.12,250,2029.17,71,0,4.5,Handled rush hour well
SHIFT10202,bean-brew-001,EMP049,Employee 78,KITCHEN_HELPER,2025-11-11T06:00:00,2025-11-11T14:00:00,2025-11-11T05:57:00,2025-11-11T13:56:00,7.98,130,1037.83,0,0,4.2,Training new staff
SHIFT10203,burger-blvd-001,EMP003,Employee 34,BARISTA,2025-10-30T18:00:00,2025-10-31T02:00:00,2025-10-30T17:49:00,2025-10-31T02:01:00,8.2,200,1640,0,0,3.5,On time
SHIFT10204,burger-blvd-001,EMP042,Employee 81,KITCHEN_HELPER,2025-10-07T18:00:00,2025-10-08T02:00:00,2025-10-07T18:03:00,2025-10-08T01:55:00,7.87,130,1022.67,0,0,3.8,Handled rush hour well
SHIFT10205,bean-brew-001,EMP056,Employee 94,KITCHEN_HELPER,2025-10-19T14:00:00,2025-10-19T22:00:00,2025-10-19T14:02:00,2025-10-19T22:01:00,7.98,130,1037.83,0,0,3.9,
SHIFT10206,crust-crumble-001,EMP088,Employee 3,BARISTA,2025-10-29T18:00:00,2025-10-30T02:00:00,2025-10-29T17:57:00,2025-10-30T01:58:00,8.02,200,1603.33,0,0,3.9,On time
SHIFT10207,noodle-nation-001,EMP045,Employee 31,CHEF,2025-11-17T06:00:00,2025-11-17T14:00:00,2025-11-17T05:47:00,2025-11-17T13:50:00,8.05,250,2012.5,15,0,4.7,
SHIFT10208,crust-crumble-001,EMP085,Employee 58,CASHIER,2025-10-15T14:00:00,2025-10-15T22:00:00,2025-10-15T13:48:00,2025-10-15T22:18:00,8.5,160,1360,0,0,4.5,Training new staff
SHIFT10209,noodle-nation-001,EMP009,Employee 57,KITCHEN_HELPER,2025-10-28T06:00:00,2025-10-28T14:00:00,2025-10-28T05:46:00,2025-10-28T14:19:00,8.55,130,1111.5,0,0,4.4,Handled rush hour well
SHIFT10210,golden-spoon-001,EMP053,Employee 22,CASHIER,2025-10-05T18:00:00,2025-10-06T02:00:00,2025-10-05T17:57:00,2025-10-06T02:17:00,8.33,160,1333.33,0,0,3.9,On time
SHIFT10211,sweet-delights-001,EMP012,Employee 61,BARISTA,2025-10-16T18:00:00,2025-10-17T02:00:00,2025-10-16T18:05:00,2025-10-17T02:11:00,8.1,200,1620,0,0,4.9,Handled rush hour well
SHIFT10212,golden-spoon-001,EMP065,Employee 98,KITCHEN_HELPER,2025-11-09T14:00:00,2025-11-09T22:00:00,2025-11-09T14:08:00,2025-11-09T21:51:00,7.72,130,1003.17,0,0,5,Training new staff
SHIFT10213,sweet-delights-001,EMP010,Employee 59,CHEF,2025-10-03T14:00:00,2025-10-03T22:00:00,2025-10-03T13:53:00,2025-10-03T21:57:00,8.07,250,2016.67,14,0,3.6,On time
SHIFT10214,golden-spoon-001,EMP068,Employee 28,CHEF,2025-10-04T18:00:00,2025-10-05T02:00:00,2025-10-04T18:01:00,2025-10-05T01:57:00,7.93,250,1983.33,68,0,3.6,On time
SHIFT10215,crust-crumble-001,EMP052,Employee 62,DELIVERY_MANAGER,2025-10-13T14:00:00,2025-10-13T22:00:00,2025-10-13T13:47:00,2025-10-13T22:17:00,8.5,180,1530,0,0,4.5,Training new staff
SHIFT10216,crust-crumble-001,EMP070,Employee 70,SERVER,2025-11-04T18:00:00,2025-11-05T02:00:00,2025-11-04T17:47:00,2025-11-05T01:55:00,8.13,150,1220,23,349.54,4.8,Training new staff
SHIFT10217,noodle-nation-001,EMP057,Employee 40,DELIVERY_MANAGER,2025-09-28T06:00:00,2025-09-28T14:00:00,2025-09-28T06:09:00,2025-09-28T13:57:00,7.8,180,1404,0,0,3.7,Handled rush hour well
SHIFT10218,golden-spoon-001,EMP078,Employee 57,CASHIER,2025-11-29T18:00:00,2025-11-30T02:00:00,2025-11-29T17:54:00,2025-11-30T01:57:00,8.05,160,1288,0,0,3.5,On time
SHIFT10219,noodle-nation-001,EMP088,Employee 40,SERVER,2025-11-13T18:00:00,2025-11-14T02:00:00,2025-11-13T17:47:00,2025-11-14T02:20:00,8.55,150,1282.5,11,231.65,4.6,On time
SHIFT10220,crust-crumble-001,EMP100,Employee 42,DELIVERY_MANAGER,2025-11-14T14:00:00,2025-11-14T22:00:00,2025-11-14T13:51:00,2025-11-14T21:50:00,7.98,180,1437,0,0,4.5,Handled rush hour well
SHIFT10221,burger-blvd-001,EMP052,Employee 42,DELIVERY_MANAGER,2025-11-18T14:00:00,2025-11-18T22:00:00,2025-11-18T13:55:00,2025-11-18T22:02:00,8.12,180,1461,0,0,4,Handled rush hour well
SHIFT10222,noodle-nation-001,EMP043,Employee 51,CHEF,2025-09-23T18:00:00,2025-09-24T02:00:00,2025-09-23T18:03:00,2025-09-24T01:51:00,7.8,250,1950,14,0,3.9,Handled rush hour well
SHIFT10223,noodle-nation-001,EMP018,Employee 30,DELIVERY_MANAGER,2025-10-15T14:00:00,2025-10-15T22:00:00,2025-10-15T13:55:00,2025-10-15T22:20:00,8.42,180,1515,0,0,4.2,Handled rush hour well
SHIFT10224,burger-blvd-001,EMP078,Employee 56,SERVER,2025-09-21T06:00:00,2025-09-21T14:00:00,2025-09-21T06:04:00,2025-09-21T14:16:00,8.2,150,1230,72,499.53,4.1,On time
SHIFT10225,noodle-nation-001,EMP089,Employee 29,CASHIER,2025-11-09T06:00:00,2025-11-09T14:00:00,2025-11-09T05:51:00,2025-11-09T14:16:00,8.42,160,1346.67,0,0,4,Handled rush hour well
SHIFT10226,golden-spoon-001,EMP034,Employee 88,SERVER,2025-12-06T18:00:00,2025-12-07T02:00:00,2025-12-06T17:51:00,2025-12-07T02:00:00,8.15,150,1222.5,61,71.15,4.6,
SHIFT10227,crust-crumble-001,EMP027,Employee 8,SERVER,2025-10-19T14:00:00,2025-10-19T22:00:00,2025-10-19T14:03:00,2025-10-19T21:51:00,7.8,150,1170,51,136.33,4.8,Training new staff
SHIFT10228,sweet-delights-001,EMP024,Employee 43,CHEF,2025-11-23T06:00:00,2025-11-23T14:00:00,2025-11-23T06:05:00,2025-11-23T14:15:00,8.17,250,2041.67,28,0,3.7,Handled rush hour well
SHIFT10229,noodle-nation-001,EMP011,Employee 48,CHEF,2025-10-01T14:00:00,2025-10-01T22:00:00,2025-10-01T14:09:00,2025-10-01T21:52:00,7.72,250,1929.17,56,0,4.3,Training new staff
SHIFT10230,bean-brew-001,EMP063,Employee 37,CHEF,2025-11-02T06:00:00,2025-11-02T14:00:00,2025-11-02T06:01:00,2025-11-02T13:51:00,7.83,250,1958.33,15,0,3.9,On time
SHIFT10231,sweet-delights-001,EMP075,Employee 21,SERVER,2025-11-02T06:00:00,2025-11-02T14:00:00,2025-11-02T06:09:00,2025-11-02T13:56:00,7.78,150,1167.5,79,199.57,4.5,
SHIFT10232,golden-spoon-001,EMP096,Employee 28,BARISTA,2025-09-10T06:00:00,2025-09-10T14:00:00,2025-09-10T05:53:00,2025-09-10T13:52:00,7.98,200,1596.67,0,0,4.1,Handled rush hour well
SHIFT10233,crust-crumble-001,EMP075,Employee 42,SERVER,2025-09-23T06:00:00,2025-09-23T14:00:00,2025-09-23T06:07:00,2025-09-23T14:07:00,8,150,1200,60,354.79,3.7,
SHIFT10234,golden-spoon-001,EMP095,Employee 34,KITCHEN_HELPER,2025-12-05T06:00:00,2025-12-05T14:00:00,2025-12-05T05:57:00,2025-12-05T14:18:00,8.35,130,1085.5,0,0,3.8,
SHIFT10235,golden-spoon-001,EMP083,Employee 63,DELIVERY_MANAGER,2025-11-04T06:00:00,2025-11-04T14:00:00,2025-11-04T05:59:00,2025-11-04T13:52:00,7.88,180,1419,0,0,4.1,Training new staff
SHIFT10236,burger-blvd-001,EMP073,Employee 50,KITCHEN_HELPER,2025-09-17T18:00:00,2025-09-18T02:00:00,2025-09-17T18:03:00,2025-09-18T02:14:00,8.18,130,1063.83,0,0,3.6,On time
SHIFT10237,sweet-delights-001,EMP081,Employee 69,KITCHEN_HELPER,2025-11-02T14:00:00,2025-11-02T22:00:00,2025-11-02T14:02:00,2025-11-02T22:02:00,8,130,1040,0,0,4.5,Training new staff
SHIFT10238,burger-blvd-001,EMP062,Employee 37,BARISTA,2025-10-19T14:00:00,2025-10-19T22:00:00,2025-10-19T13:58:00,2025-10-19T22:17:00,8.32,200,1663.33,0,0,4.7,On time
SHIFT10239,crust-crumble-001,EMP071,Employee 39,CHEF,2025-10-24T14:00:00,2025-10-24T22:00:00,2025-10-24T14:10:00,2025-10-24T22:02:00,7.87,250,1966.67,35,0,3.5,
SHIFT10240,golden-spoon-001,EMP093,Employee 62,CHEF,2025-09-28T14:00:00,2025-09-28T22:00:00,2025-09-28T14:03:00,2025-09-28T21:53:00,7.83,250,1958.33,78,0,4.2,
SHIFT10241,sweet-delights-001,EMP024,Employee 66,DELIVERY_MANAGER,2025-09-17T18:00:00,2025-09-18T02:00:00,2025-09-17T18:07:00,2025-09-18T01:50:00,7.72,180,1389,0,0,4.9,Handled rush hour well
SHIFT10242,crust-crumble-001,EMP093,Employee 49,CHEF,2025-12-02T06:00:00,2025-12-02T14:00:00,2025-12-02T05:46:00,2025-12-02T13:59:00,8.22,250,2054.17,49,0,5,
SHIFT10243,noodle-nation-001,EMP096,Employee 44,SERVER,2025-11-12T18:00:00,2025-11-13T02:00:00,2025-11-12T18:00:00,2025-11-13T02:12:00,8.2,150,1230,38,427.93,4.2,
SHIFT10244,crust-crumble-001,EMP012,Employee 92,SERVER,2025-10-18T06:00:00,2025-10-18T14:00:00,2025-10-18T05:47:00,2025-10-18T13:52:00,8.08,150,1212.5,11,56.71,3.8,
SHIFT10245,bean-brew-001,EMP048,Employee 5,CASHIER,2025-11-12T18:00:00,2025-11-13T02:00:00,2025-11-12T18:08:00,2025-11-13T01:57:00,7.82,160,1250.67,0,0,4.6,Training new staff
SHIFT10246,noodle-nation-001,EMP020,Employee 68,CASHIER,2025-10-29T06:00:00,2025-10-29T14:00:00,2025-10-29T06:08:00,2025-10-29T14:14:00,8.1,160,1296,0,0,4.7,On time
SHIFT10247,crust-crumble-001,EMP035,Employee 77,DELIVERY_MANAGER,2025-10-17T14:00:00,2025-10-17T22:00:00,2025-10-17T14:07:00,2025-10-17T22:14:00,8.12,180,1461,0,0,3.5,Handled rush hour well
SHIFT10248,bean-brew-001,EMP038,Employee 13,CASHIER,2025-12-02T18:00:00,2025-12-03T02:00:00,2025-12-02T17:46:00,2025-12-03T01:51:00,8.08,160,1293.33,0,0,4.2,
SHIFT10249,crust-crumble-001,EMP098,Employee 51,DELIVERY_MANAGER,2025-09-29T18:00:00,2025-09-30T02:00:00,2025-09-29T17:52:00,2025-09-30T02:19:00,8.45,180,1521,0,0,4.4,Training new staff
SHIFT10250,noodle-nation-001,EMP027,Employee 100,CASHIER,2025-11-10T18:00:00,2025-11-11T02:00:00,2025-11-10T17:46:00,2025-11-11T01:59:00,8.22,160,1314.67,0,0,4.7,Training new staff
