order_id,restaurant_id,customer_id,order_channel,order_type,created_at,status,payment_method,payment_status,subtotal,tax,delivery_fee,discount,tip_amount,total_amount,delivery_time_min,is_on_time,customer_rating,items_count,time_slot,is_weekend,is_holiday
ORD11118,sweet-delights-002,CUST5005,DRIVE_THRU,TAKEAWAY,2025-09-19T19:58:43,COMPLETED,WALLET,SUCCESS,415.7,41.57,0,30.15,0,489.06,0,TRUE,4,2,DINNER,FALSE,FALSE
ORD11119,sweet-delights-001,CUST5208,DRIVE_THRU,TAKEAWAY,2025-09-19T18:16:13,COMPLETED,CASH,SUCCESS,252.3,25.23,0,13.72,0,296.83,0,TRUE,5,3,SNACK,FALSE,FALSE
ORD11120,bean-brew-001,CUST5169,DINE_IN,DINE_IN,2025-09-19T10:59:29,COMPLETED,WALLET,SUCCESS,418.04,41.8,0,37.18,0,491.81,0,TRUE,5,4,BREAKFAST,FALSE,FALSE
ORD11121,sweet-delights-001,CUST5154,SWIGGY,DELIVERY,2025-09-19T18:19:22,COMPLETED,UPI,SUCCESS,197.01,19.7,76,9.17,41.91,231.78,42,FALSE,5,6,SNACK,FALSE,FALSE
ORD11122,burger-blvd-001,CUST5441,DRIVE_THRU,TAKEAWAY,2025-09-19T13:12:05,COMPLETED,WALLET,SUCCESS,440.8,44.08,0,45.26,0,518.59,0,TRUE,4,4,LUNCH,FALSE,FALSE
ORD11123,noodle-nation-001,CUST5443,ZOMATO,DELIVERY,2025-09-19T14:09:49,COMPLETED,WALLET,SUCCESS,172.32,17.23,60,17.03,36.94,202.72,26,TRUE,3,2,LUNCH,FALSE,FALSE
ORD11124,noodle-nation-001,CUST5073,ZOMATO,DELIVERY,2025-09-19T12:06:28,COMPLETED,CASH,SUCCESS,291.54,29.15,38,25.78,49.06,342.99,27,TRUE,5,3,LUNCH,FALSE,FALSE
ORD11125,sweet-delights-001,CUST5365,ZOMATO,DELIVERY,2025-09-19T08:12:18,COMPLETED,CARD,SUCCESS,319.42,31.94,56,59.41,91.09,375.79,27,FALSE,4,1,BREAKFAST,FALSE,FALSE
ORD11126,sweet-delights-001,CUST5312,WEBSITE,DELIVERY,2025-09-19T10:42:17,COMPLETED,CARD,SUCCESS,153.98,15.4,65,19.08,71.36,181.15,35,FALSE,3,1,BREAKFAST,FALSE,FALSE
ORD11127,bean-brew-001,CUST5272,DINE_IN,DINE_IN,2025-09-19T10:32:46,COMPLETED,UPI,SUCCESS,242.66,24.27,0,6.66,0,285.48,0,TRUE,4,6,BREAKFAST,FALSE,FALSE
ORD11128,sweet-delights-002,CUST5202,DRIVE_THRU,TAKEAWAY,2025-09-19T09:08:09,COMPLETED,CARD,SUCCESS,406.49,40.65,0,77.98,0,478.22,0,TRUE,4,2,BREAKFAST,FALSE,FALSE
ORD11129,crust-crumble-001,CUST5273,WEBSITE,DELIVERY,2025-09-19T21:43:53,CANCELLED,CASH,FAILED,1004.5,100.45,77,2.02,53.22,1181.77,46,TRUE,,2,DINNER,FALSE,FALSE
ORD11130,sweet-delights-001,CUST5100,DRIVE_THRU,TAKEAWAY,2025-09-19T09:48:27,COMPLETED,CARD,SUCCESS,543.75,54.38,0,99.13,0,639.71,0,TRUE,5,1,BREAKFAST,FALSE,FALSE
ORD11131,sweet-delights-001,CUST5337,DINE_IN,DINE_IN,2025-09-19T12:17:49,COMPLETED,WALLET,SUCCESS,222.08,22.21,0,37,0,261.28,0,TRUE,5,3,LUNCH,FALSE,FALSE
ORD11132,sweet-delights-001,CUST5204,DRIVE_THRU,TAKEAWAY,2025-09-19T05:30:45,CANCELLED,CARD,FAILED,419.07,41.91,0,18.98,0,493.03,0,TRUE,,3,LATE_NIGHT,FALSE,FALSE
ORD11133,bean-brew-001,CUST5435,DINE_IN,DINE_IN,2025-09-19T13:07:08,COMPLETED,CARD,SUCCESS,373.38,37.34,0,92.45,0,439.27,0,FALSE,5,2,LUNCH,FALSE,FALSE
ORD11134,sweet-delights-002,CUST5091,SWIGGY,DELIVERY,2025-09-19T12:01:39,COMPLETED,CARD,SUCCESS,212.56,21.26,54,21.64,37.58,250.08,29,TRUE,5,5,LUNCH,FALSE,FALSE
ORD11135,sweet-delights-001,CUST5491,DRIVE_THRU,TAKEAWAY,2025-09-19T09:27:30,COMPLETED,CASH,SUCCESS,308.3,30.83,0,49.63,0,362.7,0,TRUE,5,1,BREAKFAST,FALSE,FALSE
ORD11136,crust-crumble-001,CUST5130,DINE_IN,DINE_IN,2025-09-19T12:17:23,COMPLETED,UPI,SUCCESS,650.19,65.02,0,40.14,0,764.93,0,TRUE,5,2,LUNCH,FALSE,FALSE
ORD11137,sweet-delights-001,CUST5399,DINE_IN,DINE_IN,2025-09-19T12:02:00,COMPLETED,CASH,SUCCESS,439.63,43.96,0,31.36,0,517.21,0,TRUE,3,6,LUNCH,FALSE,FALSE
ORD11138,crust-crumble-001,CUST5048,WEBSITE,DELIVERY,2025-09-19T13:27:11,COMPLETED,UPI,SUCCESS,630.79,63.08,51,48,18.72,742.11,50,TRUE,3,6,LUNCH,FALSE,FALSE
ORD11139,noodle-nation-001,CUST5347,ZOMATO,DELIVERY,2025-09-19T19:21:23,CANCELLED,CASH,FAILED,709.65,70.96,63,107.28,31.44,834.88,28,FALSE,,6,DINNER,FALSE,FALSE
ORD11140,sweet-delights-001,CUST5335,ZOMATO,DELIVERY,2025-09-19T19:05:56,CANCELLED,CARD,FAILED,344.05,34.4,37,3.53,97.15,404.76,27,FALSE,,1,DINNER,FALSE,FALSE
ORD11141,sweet-delights-001,CUST5160,DRIVE_THRU,TAKEAWAY,2025-09-19T10:59:06,CANCELLED,WALLET,FAILED,320.92,32.09,0,27.51,0,377.56,0,TRUE,,2,BREAKFAST,FALSE,FALSE
ORD11142,sweet-delights-001,CUST5211,SWIGGY,DELIVERY,2025-09-19T02:34:46,COMPLETED,CASH,SUCCESS,203.46,20.35,42,21.27,74.04,239.37,38,FALSE,4,4,LATE_NIGHT,FALSE,FALSE
ORD11143,sweet-delights-001,CUST5107,WEBSITE,DELIVERY,2025-09-19T14:40:45,COMPLETED,UPI,SUCCESS,460.41,46.04,60,48.23,93.82,541.65,25,TRUE,5,4,LUNCH,FALSE,FALSE
ORD11144,crust-crumble-001,CUST5416,SWIGGY,DELIVERY,2025-09-19T21:44:08,CANCELLED,WALLET,FAILED,337.89,33.79,33,67.1,72.44,397.52,46,TRUE,,5,DINNER,FALSE,FALSE
ORD11145,golden-spoon-001,CUST5148,DINE_IN,DINE_IN,2025-09-19T19:10:28,COMPLETED,WALLET,SUCCESS,8050.61,805.06,0,1568.61,0,9471.31,0,TRUE,4,4,DINNER,FALSE,FALSE
ORD11146,sweet-delights-001,CUST5233,ZOMATO,DELIVERY,2025-09-19T05:13:11,CANCELLED,WALLET,FAILED,423.81,42.38,43,62.74,10.8,498.6,47,TRUE,,1,LATE_NIGHT,FALSE,FALSE
ORD11147,sweet-delights-002,CUST5303,DINE_IN,DINE_IN,2025-09-19T12:19:54,COMPLETED,CARD,SUCCESS,188.44,18.84,0,26.01,0,221.69,0,TRUE,5,4,LUNCH,FALSE,FALSE
ORD11148,sweet-delights-002,CUST5045,DINE_IN,DINE_IN,2025-09-19T20:02:34,COMPLETED,CASH,SUCCESS,176.76,17.68,0,28.26,0,207.95,0,TRUE,5,4,DINNER,FALSE,FALSE
ORD11149,golden-spoon-001,CUST5338,RESERVATION,DINE_IN,2025-09-19T19:17:55,COMPLETED,CARD,SUCCESS,4969.21,496.92,0,1229.3,0,5846.13,0,TRUE,4,5,DINNER,FALSE,FALSE
ORD11150,crust-crumble-001,CUST5460,DRIVE_THRU,TAKEAWAY,2025-09-19T14:00:41,COMPLETED,CASH,SUCCESS,696.04,69.6,0,56.48,0,818.87,0,TRUE,5,6,LUNCH,FALSE,FALSE
ORD11151,bean-brew-001,CUST5372,DINE_IN,DINE_IN,2025-09-19T08:26:57,COMPLETED,UPI,SUCCESS,334.4,33.44,0,82.37,0,393.41,0,TRUE,4,3,BREAKFAST,FALSE,FALSE
ORD11152,crust-crumble-001,CUST5154,ZOMATO,DELIVERY,2025-09-19T12:14:46,COMPLETED,UPI,SUCCESS,694.35,69.44,31,93.28,98.09,816.89,39,TRUE,5,5,LUNCH,FALSE,FALSE
ORD11153,noodle-nation-001,CUST5191,DUNZO,DELIVERY,2025-09-19T20:55:40,COMPLETED,CASH,SUCCESS,387.48,38.75,43,79.13,29.86,455.86,28,FALSE,5,5,DINNER,FALSE,FALSE
ORD11154,sweet-delights-002,CUST5292,WEBSITE,DELIVERY,2025-09-19T19:09:28,COMPLETED,CARD,SUCCESS,434.39,43.44,39,97.97,18.43,511.05,44,TRUE,4,3,DINNER,FALSE,FALSE
ORD11155,sweet-delights-001,CUST5327,ZOMATO,DELIVERY,2025-09-19T09:52:55,CANCELLED,CASH,FAILED,361.78,36.18,61,85.32,26.24,425.62,16,TRUE,,2,BREAKFAST,FALSE,FALSE
ORD11156,sweet-delights-002,CUST5034,WEBSITE,DELIVERY,2025-09-19T19:10:56,CANCELLED,CARD,FAILED,137.9,13.79,42,2.39,16.48,162.23,44,FALSE,,6,DINNER,FALSE,FALSE
ORD11157,bean-brew-001,CUST5118,DINE_IN,DINE_IN,2025-09-19T10:06:46,COMPLETED,WALLET,SUCCESS,200.82,20.08,0,30.29,0,236.26,0,FALSE,4,1,BREAKFAST,FALSE,FALSE
ORD11158,golden-spoon-001,CUST5400,RESERVATION,DINE_IN,2025-09-19T20:01:07,COMPLETED,UPI,SUCCESS,6863.06,686.31,0,226.79,0,8074.19,0,TRUE,4,6,DINNER,FALSE,FALSE
ORD11159,burger-blvd-001,CUST5425,SWIGGY,DELIVERY,2025-09-19T20:09:40,COMPLETED,CASH,SUCCESS,294.6,29.46,80,7.83,76.25,346.59,20,TRUE,4,2,DINNER,FALSE,FALSE
ORD11160,golden-spoon-001,CUST5120,DINE_IN,DINE_IN,2025-09-19T19:08:30,COMPLETED,WALLET,SUCCESS,5463.5,546.35,0,419.85,0,6427.65,0,TRUE,5,5,DINNER,FALSE,FALSE
ORD11161,bean-brew-001,CUST5261,TAKEAWAY,DINE_IN,2025-09-19T08:15:03,COMPLETED,UPI,SUCCESS,334.8,33.48,0,52.52,0,393.88,0,TRUE,4,3,BREAKFAST,FALSE,FALSE
ORD11162,sweet-delights-001,CUST5440,DRIVE_THRU,TAKEAWAY,2025-09-19T13:52:02,COMPLETED,WALLET,SUCCESS,233.65,23.36,0,5.99,0,274.88,0,TRUE,5,1,LUNCH,FALSE,FALSE
ORD11163,sweet-delights-002,CUST5227,SWIGGY,DELIVERY,2025-09-19T13:00:58,COMPLETED,CASH,SUCCESS,227.26,22.73,57,21.9,41.8,267.37,29,FALSE,4,4,LUNCH,FALSE,FALSE
ORD11164,bean-brew-001,CUST5291,DINE_IN,DINE_IN,2025-09-19T10:43:56,COMPLETED,UPI,SUCCESS,254.94,25.49,0,10.81,0,299.92,0,TRUE,3,4,BREAKFAST,FALSE,FALSE
ORD11165,crust-crumble-001,CUST5341,SWIGGY,DELIVERY,2025-09-19T14:06:18,CANCELLED,UPI,FAILED,582.92,58.29,51,17.25,93.1,685.78,17,TRUE,,5,LUNCH,FALSE,FALSE
ORD11166,bean-brew-001,CUST5477,DINE_IN,DINE_IN,2025-09-19T08:11:27,CANCELLED,WALLET,FAILED,359.81,35.98,0,16.31,0,423.31,0,TRUE,,4,BREAKFAST,FALSE,FALSE
ORD11167,noodle-nation-001,CUST5421,ZOMATO,DELIVERY,2025-09-19T21:57:42,CANCELLED,WALLET,FAILED,99.71,9.97,48,8.68,19.35,117.31,38,TRUE,,6,DINNER,FALSE,FALSE
ORD11168,bean-brew-001,CUST5043,DINE_IN,DINE_IN,2025-09-19T03:51:58,COMPLETED,CARD,SUCCESS,300.4,30.04,0,64.72,0,353.41,0,TRUE,4,2,LATE_NIGHT,FALSE,FALSE
ORD11169,bean-brew-001,CUST5241,DINE_IN,DINE_IN,2025-09-19T21:20:09,COMPLETED,UPI,SUCCESS,390.63,39.06,0,79.56,0,459.56,0,FALSE,3,3,DINNER,FALSE,FALSE
ORD11170,sweet-delights-001,CUST5199,SWIGGY,DELIVERY,2025-09-19T08:46:17,COMPLETED,CASH,SUCCESS,269.93,26.99,38,12.27,44.65,317.57,46,FALSE,4,6,BREAKFAST,FALSE,FALSE
ORD11171,bean-brew-001,CUST5442,TAKEAWAY,DINE_IN,2025-09-19T19:30:44,COMPLETED,CARD,SUCCESS,373.49,37.35,0,12.91,0,439.4,0,FALSE,5,4,DINNER,FALSE,FALSE
ORD11172,sweet-delights-002,CUST5351,DRIVE_THRU,TAKEAWAY,2025-09-19T08:26:35,COMPLETED,CARD,SUCCESS,134.75,13.47,0,16.59,0,158.52,0,FALSE,5,2,BREAKFAST,FALSE,FALSE
ORD11173,bean-brew-001,CUST5031,DINE_IN,DINE_IN,2025-09-19T09:05:37,COMPLETED,CARD,SUCCESS,458.19,45.82,0,66.19,0,539.05,0,TRUE,5,1,BREAKFAST,FALSE,FALSE
ORD11174,sweet-delights-001,CUST5225,ZOMATO,DELIVERY,2025-09-19T08:15:23,COMPLETED,UPI,SUCCESS,300.44,30.04,53,41.94,96.19,353.45,18,TRUE,5,6,BREAKFAST,FALSE,FALSE
ORD11175,sweet-delights-002,CUST5288,DINE_IN,DINE_IN,2025-09-19T13:23:54,COMPLETED,WALLET,SUCCESS,336.23,33.62,0,12.12,0,395.57,0,TRUE,5,2,LUNCH,FALSE,FALSE
ORD11176,sweet-delights-001,CUST5228,SWIGGY,DELIVERY,2025-09-19T08:13:52,COMPLETED,WALLET,SUCCESS,476.06,47.61,37,114.5,73.36,560.07,16,FALSE,3,3,BREAKFAST,FALSE,FALSE
ORD11177,noodle-nation-001,CUST5253,SWIGGY,DELIVERY,2025-09-19T20:23:03,CANCELLED,CARD,FAILED,655.85,65.59,34,78.18,63.45,771.59,16,TRUE,,5,DINNER,FALSE,FALSE
ORD11178,sweet-delights-001,CUST5308,ZOMATO,DELIVERY,2025-09-19T21:23:09,COMPLETED,CARD,SUCCESS,215.65,21.56,30,30.69,83.23,253.71,26,FALSE,3,4,DINNER,FALSE,FALSE
ORD11179,noodle-nation-001,CUST5160,DUNZO,DELIVERY,2025-09-19T23:47:08,COMPLETED,UPI,SUCCESS,363.72,36.37,60,37.42,40.36,427.9,33,TRUE,5,1,LATE_NIGHT,FALSE,FALSE
ORD11180,noodle-nation-001,CUST5402,SWIGGY,DELIVERY,2025-09-19T12:09:03,CANCELLED,WALLET,FAILED,475.23,47.52,78,20.62,24.43,559.09,42,FALSE,,2,LUNCH,FALSE,FALSE
ORD11181,crust-crumble-001,CUST5309,DRIVE_THRU,TAKEAWAY,2025-09-19T13:35:45,COMPLETED,CARD,SUCCESS,785.57,78.56,0,60.1,0,924.2,0,FALSE,4,4,LUNCH,FALSE,FALSE
ORD11182,crust-crumble-001,CUST5308,SWIGGY,DELIVERY,2025-09-19T21:59:10,COMPLETED,CARD,SUCCESS,638.01,63.8,54,155.98,21.26,750.6,40,TRUE,4,2,DINNER,FALSE,FALSE
ORD11183,sweet-delights-002,CUST5012,DRIVE_THRU,TAKEAWAY,2025-09-19T21:14:25,CANCELLED,WALLET,FAILED,509.65,50.97,0,107.25,0,599.59,0,FALSE,,3,DINNER,FALSE,FALSE
ORD11184,noodle-nation-001,CUST5089,ZOMATO,DELIVERY,2025-09-19T12:20:41,COMPLETED,WALLET,SUCCESS,621.04,62.1,40,8.49,43.43,730.63,27,TRUE,5,2,LUNCH,FALSE,FALSE
ORD11185,sweet-delights-001,CUST5469,DINE_IN,DINE_IN,2025-09-19T14:06:06,CANCELLED,CASH,FAILED,286.86,28.69,0,55.85,0,337.48,0,TRUE,,4,LUNCH,FALSE,FALSE
ORD11186,sweet-delights-001,CUST5484,DRIVE_THRU,TAKEAWAY,2025-09-19T08:15:18,COMPLETED,UPI,SUCCESS,337.62,33.76,0,5.51,0,397.2,0,TRUE,4,2,BREAKFAST,FALSE,FALSE
ORD11187,sweet-delights-002,CUST5187,SWIGGY,DELIVERY,2025-09-19T16:12:35,COMPLETED,UPI,SUCCESS,320.02,32,47,6.8,61.31,376.5,45,TRUE,5,5,SNACK,FALSE,FALSE
ORD11188,sweet-delights-001,CUST5458,DINE_IN,DINE_IN,2025-09-19T14:03:20,COMPLETED,CASH,SUCCESS,194.46,19.45,0,47.67,0,228.77,0,FALSE,5,5,LUNCH,FALSE,FALSE
ORD11189,crust-crumble-001,CUST5247,WEBSITE,DELIVERY,2025-09-19T11:32:12,COMPLETED,WALLET,SUCCESS,658.9,65.89,38,115.74,18.76,775.18,47,TRUE,5,4,LUNCH,FALSE,FALSE
ORD11190,golden-spoon-001,CUST5254,RESERVATION,DINE_IN,2025-09-19T19:32:51,COMPLETED,WALLET,SUCCESS,4493.75,449.38,0,659.66,0,5286.77,0,FALSE,5,4,DINNER,FALSE,FALSE
ORD11191,golden-spoon-001,CUST5025,RESERVATION,DINE_IN,2025-09-19T20:37:55,COMPLETED,WALLET,SUCCESS,2126.94,212.69,0,85.73,0,2502.28,0,TRUE,5,5,DINNER,FALSE,FALSE
ORD11192,sweet-delights-001,CUST5236,ZOMATO,DELIVERY,2025-09-19T13:56:40,COMPLETED,CARD,SUCCESS,282.72,28.27,73,46.24,79.19,332.61,47,TRUE,4,3,LUNCH,FALSE,FALSE
ORD11193,sweet-delights-002,CUST5361,DINE_IN,DINE_IN,2025-09-19T20:28:50,COMPLETED,WALLET,SUCCESS,439.58,43.96,0,39.6,0,517.16,0,TRUE,3,4,DINNER,FALSE,FALSE
ORD11194,noodle-nation-001,CUST5255,ZOMATO,DELIVERY,2025-09-19T13:57:45,COMPLETED,CARD,SUCCESS,395.75,39.57,43,98.64,64.62,465.58,46,TRUE,5,4,LUNCH,FALSE,FALSE
ORD11195,sweet-delights-002,CUST5283,DINE_IN,DINE_IN,2025-09-19T14:51:00,COMPLETED,UPI,SUCCESS,471.35,47.14,0,102.23,0,554.53,0,FALSE,5,5,LUNCH,FALSE,FALSE
ORD11196,crust-crumble-001,CUST5225,ZOMATO,DELIVERY,2025-09-19T21:06:29,COMPLETED,CASH,SUCCESS,391.54,39.15,40,6.67,61.89,460.64,20,TRUE,5,2,DINNER,FALSE,FALSE
ORD11197,bean-brew-001,CUST5070,DINE_IN,DINE_IN,2025-09-19T13:11:45,COMPLETED,WALLET,SUCCESS,494.84,49.48,0,121.05,0,582.16,0,TRUE,5,5,LUNCH,FALSE,FALSE
ORD11198,bean-brew-001,CUST5073,DINE_IN,DINE_IN,2025-09-19T21:07:36,COMPLETED,WALLET,SUCCESS,244.3,24.43,0,52.46,0,287.41,0,FALSE,3,6,DINNER,FALSE,FALSE
ORD11199,noodle-nation-001,CUST5009,SWIGGY,DELIVERY,2025-09-20T12:54:39,COMPLETED,CASH,SUCCESS,157.39,15.74,53,20.16,66.22,185.16,38,TRUE,4,4,LUNCH,TRUE,FALSE
ORD11200,burger-blvd-001,CUST5335,WEBSITE,DELIVERY,2025-09-20T21:43:26,COMPLETED,UPI,SUCCESS,312.42,31.24,73,3.33,97.97,367.55,30,TRUE,5,1,DINNER,TRUE,FALSE
ORD11201,sweet-delights-001,CUST5008,DINE_IN,DINE_IN,2025-09-20T13:09:54,COMPLETED,WALLET,SUCCESS,363.94,36.39,0,14.39,0,428.16,0,TRUE,5,2,LUNCH,TRUE,FALSE
ORD11202,golden-spoon-001,CUST5062,DINE_IN,DINE_IN,2025-09-20T20:14:24,COMPLETED,WALLET,SUCCESS,2609.87,260.99,0,227.67,0,3070.43,0,FALSE,5,2,DINNER,TRUE,FALSE
ORD11203,sweet-delights-002,CUST5428,SWIGGY,DELIVERY,2025-09-20T20:06:05,COMPLETED,UPI,SUCCESS,593.45,59.34,79,64.26,46.14,698.17,35,TRUE,4,4,DINNER,TRUE,FALSE
ORD11204,sweet-delights-001,CUST5075,WEBSITE,DELIVERY,2025-09-20T10:38:31,COMPLETED,WALLET,SUCCESS,141.39,14.14,47,16.07,59.06,166.34,24,TRUE,4,2,BREAKFAST,TRUE,FALSE
ORD11205,sweet-delights-001,CUST5367,DRIVE_THRU,TAKEAWAY,2025-09-20T13:20:36,COMPLETED,CASH,SUCCESS,251.11,25.11,0,3.92,0,295.42,0,FALSE,5,3,LUNCH,TRUE,FALSE
ORD11206,sweet-delights-001,CUST5245,ZOMATO,DELIVERY,2025-09-20T16:30:13,COMPLETED,CARD,SUCCESS,191.44,19.14,78,32.72,34.29,225.22,20,TRUE,4,1,SNACK,TRUE,FALSE
ORD11207,bean-brew-001,CUST5214,DINE_IN,DINE_IN,2025-09-20T12:04:17,COMPLETED,WALLET,SUCCESS,362.39,36.24,0,79.16,0,426.34,0,FALSE,3,6,LUNCH,TRUE,FALSE
ORD11208,bean-brew-001,CUST5414,DINE_IN,DINE_IN,2025-09-20T03:33:13,COMPLETED,UPI,SUCCESS,131.9,13.19,0,27.39,0,155.18,0,FALSE,5,3,LATE_NIGHT,TRUE,FALSE
ORD11209,crust-crumble-001,CUST5473,ZOMATO,DELIVERY,2025-09-20T14:21:48,COMPLETED,CARD,SUCCESS,491.87,49.19,52,115.83,53.35,578.66,42,TRUE,5,5,LUNCH,TRUE,FALSE
ORD11210,burger-blvd-001,CUST5451,WEBSITE,DELIVERY,2025-09-20T20:58:44,COMPLETED,UPI,SUCCESS,539.14,53.91,65,105.55,63.74,634.28,24,TRUE,5,6,DINNER,TRUE,FALSE
ORD11211,noodle-nation-001,CUST5310,DUNZO,DELIVERY,2025-09-20T13:42:52,COMPLETED,CARD,SUCCESS,242.36,24.24,30,9.12,51.28,285.13,46,TRUE,3,4,LUNCH,TRUE,FALSE
ORD11212,noodle-nation-001,CUST5414,ZOMATO,DELIVERY,2025-09-20T20:07:50,COMPLETED,CARD,SUCCESS,436.28,43.63,63,78.78,98.94,513.27,43,TRUE,4,6,DINNER,TRUE,FALSE
ORD11213,noodle-nation-001,CUST5497,SWIGGY,DELIVERY,2025-09-20T14:02:13,COMPLETED,WALLET,SUCCESS,102.6,10.26,74,14.01,24.95,120.71,28,TRUE,5,3,LUNCH,TRUE,FALSE
ORD11214,noodle-nation-001,CUST5401,DUNZO,DELIVERY,2025-09-20T12:13:12,COMPLETED,CASH,SUCCESS,354.32,35.43,53,72.08,11.46,416.85,47,TRUE,4,4,LUNCH,TRUE,FALSE
ORD11215,noodle-nation-001,CUST5006,ZOMATO,DELIVERY,2025-09-20T12:44:31,COMPLETED,WALLET,SUCCESS,320.52,32.05,56,28.18,84.54,377.08,48,TRUE,3,5,LUNCH,TRUE,FALSE
ORD11216,sweet-delights-002,CUST5033,WEBSITE,DELIVERY,2025-09-20T12:07:59,COMPLETED,WALLET,SUCCESS,451.34,45.13,53,19.96,63.54,530.99,39,TRUE,5,2,LUNCH,TRUE,FALSE
ORD11217,noodle-nation-001,CUST5377,DUNZO,DELIVERY,2025-09-20T13:54:42,COMPLETED,UPI,SUCCESS,290.64,29.06,70,20.58,65.83,341.93,20,TRUE,5,6,LUNCH,TRUE,FALSE
ORD11218,sweet-delights-001,CUST5127,DRIVE_THRU,TAKEAWAY,2025-09-20T12:05:41,COMPLETED,UPI,SUCCESS,282.43,28.24,0,7.32,0,332.27,0,FALSE,3,1,LUNCH,TRUE,FALSE
ORD11219,golden-spoon-001,CUST5212,RESERVATION,DINE_IN,2025-09-20T19:32:37,COMPLETED,CARD,SUCCESS,3654.55,365.45,0,778.15,0,4299.46,0,TRUE,3,1,DINNER,TRUE,FALSE
ORD11220,burger-blvd-001,CUST5184,WEBSITE,DELIVERY,2025-09-20T20:49:29,COMPLETED,CASH,SUCCESS,309.19,30.92,42,66.19,95.55,363.75,44,FALSE,4,4,DINNER,TRUE,FALSE
ORD11221,noodle-nation-001,CUST5483,DUNZO,DELIVERY,2025-09-20T19:58:52,COMPLETED,CASH,SUCCESS,372.94,37.29,30,87.61,80.4,438.76,32,TRUE,5,5,DINNER,TRUE,FALSE
ORD11222,golden-spoon-001,CUST5096,DINE_IN,DINE_IN,2025-09-20T20:19:53,COMPLETED,WALLET,SUCCESS,5385.5,538.55,0,5.6,0,6335.88,0,TRUE,5,3,DINNER,TRUE,FALSE
ORD11223,sweet-delights-002,CUST5261,DINE_IN,DINE_IN,2025-09-20T14:00:01,COMPLETED,CASH,SUCCESS,85,8.5,0,17.43,0,100,0,TRUE,5,2,LUNCH,TRUE,FALSE
ORD11224,bean-brew-001,CUST5091,DINE_IN,DINE_IN,2025-09-20T13:10:36,COMPLETED,CARD,SUCCESS,246.92,24.69,0,60.09,0,290.49,0,FALSE,5,6,LUNCH,TRUE,FALSE
ORD11225,burger-blvd-001,CUST5155,WEBSITE,DELIVERY,2025-09-20T14:53:03,COMPLETED,WALLET,SUCCESS,119.85,11.98,70,11.7,75.53,141,35,TRUE,4,5,LUNCH,TRUE,FALSE
ORD11226,sweet-delights-001,CUST5197,ZOMATO,DELIVERY,2025-09-20T16:27:14,COMPLETED,CASH,SUCCESS,259.63,25.96,37,40.99,80.59,305.45,50,TRUE,5,3,SNACK,TRUE,FALSE
ORD11227,sweet-delights-001,CUST5322,SWIGGY,DELIVERY,2025-09-20T13:20:13,COMPLETED,CARD,SUCCESS,216.53,21.65,57,0.62,79.3,254.75,16,TRUE,5,5,LUNCH,TRUE,FALSE
ORD11228,sweet-delights-001,CUST5054,ZOMATO,DELIVERY,2025-09-20T14:36:24,COMPLETED,CARD,SUCCESS,312.73,31.27,70,49.37,42.23,367.92,29,TRUE,3,4,LUNCH,TRUE,FALSE
ORD11229,sweet-delights-001,CUST5460,WEBSITE,DELIVERY,2025-09-20T08:12:34,COMPLETED,CARD,SUCCESS,281.21,28.12,72,3.64,17.47,330.84,16,TRUE,4,1,BREAKFAST,TRUE,FALSE
ORD11230,bean-brew-001,CUST5321,DINE_IN,DINE_IN,2025-09-20T00:07:29,COMPLETED,CASH,SUCCESS,341.37,34.14,0,12.1,0,401.61,0,TRUE,5,6,LATE_NIGHT,TRUE,FALSE
ORD11231,sweet-delights-002,CUST5016,DINE_IN,DINE_IN,2025-09-20T09:05:04,COMPLETED,WALLET,SUCCESS,302.14,30.21,0,29.52,0,355.46,0,TRUE,3,2,BREAKFAST,TRUE,FALSE
ORD11232,bean-brew-001,CUST5099,TAKEAWAY,DINE_IN,2025-09-20T13:26:04,COMPLETED,WALLET,SUCCESS,354.45,35.45,0,18.63,0,417,0,FALSE,5,5,LUNCH,TRUE,FALSE
ORD11233,noodle-nation-001,CUST5080,ZOMATO,DELIVERY,2025-09-20T23:56:20,COMPLETED,UPI,SUCCESS,381.37,38.14,41,28.48,91.33,448.67,22,TRUE,5,5,LATE_NIGHT,TRUE,FALSE
ORD11234,bean-brew-001,CUST5408,TAKEAWAY,DINE_IN,2025-09-20T05:22:30,COMPLETED,CASH,SUCCESS,113.51,11.35,0,0.14,0,133.54,0,TRUE,5,4,LATE_NIGHT,TRUE,FALSE
ORD11235,sweet-delights-001,CUST5151,DRIVE_THRU,TAKEAWAY,2025-09-20T20:12:38,COMPLETED,CARD,SUCCESS,376.62,37.66,0,48.77,0,443.08,0,TRUE,5,2,DINNER,TRUE,FALSE
ORD11236,sweet-delights-001,CUST5210,ZOMATO,DELIVERY,2025-09-20T08:55:23,COMPLETED,CARD,SUCCESS,282.45,28.25,50,9.78,17.51,332.3,32,TRUE,5,1,BREAKFAST,TRUE,FALSE
ORD11237,sweet-delights-001,CUST5282,DINE_IN,DINE_IN,2025-09-20T20:30:12,COMPLETED,WALLET,SUCCESS,410.27,41.03,0,66.87,0,482.67,0,FALSE,4,4,DINNER,TRUE,FALSE
