order_item_id,order_id,restaurant_id,product_id,product_name,category,subcategory,quantity,unit_price,customization_charges,customizations,total_item_price,size,is_veg,preparation_time_min
ITEM12663_01,ORD12663,crust-crumble-001,PROD_CC_206,Paneer Tikka Pizza,PIZZA,SPECIAL,2,480,0,,960,LARGE,TRUE,13
ITEM12663_02,ORD12663,crust-crumble-001,PROD_CC_343,Cheese Burst Pizza,PIZZA,PREMIUM,2,550,90,"Extra cheese,Extra toppings",1280,LARGE,TRUE,10
ITEM12663_03,ORD12663,crust-crumble-001,PROD_CC_250,Garlic Bread Sticks,SIDES,BREAD,2,120,0,,240,REGULAR,TRUE,18
ITEM12663_04,ORD12663,crust-crumble-001,PROD_CC_206,Paneer Tikka Pizza,PIZZA,SPECIAL,1,480,50,Extra cheese,530,SMALL,TRUE,11
ITEM12666_00,ORD12666,golden-spoon-001,PROD_GS_897,Lamb Chops,MAIN_COURSE,MEAT,1,2200,0,,2200,REGULAR,FALSE,23
ITEM12667_00,ORD12667,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,LARGE,TRUE,14
ITEM12668_00,ORD12668,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,2,150,0,,300,SMALL,TRUE,13
ITEM12668_01,ORD12668,bean-brew-001,PROD_BB_456,Blueberry Muffin,BAKERY,MUFFIN,1,80,0,,80,MEDIUM,TRUE,17
ITEM12668_02,ORD12668,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,1,120,20,Oat milk,140,MEDIUM,TRUE,18
ITEM12668_03,ORD12668,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,2,220,0,,440,MEDIUM,TRUE,12
ITEM12668_04,ORD12668,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,1,250,0,,250,SMALL,FALSE,22
ITEM12668_05,ORD12668,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,MEDIUM,TRUE,25
ITEM12670_00,ORD12670,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,2,250,0,,500,REGULAR,FALSE,16
ITEM12670_01,ORD12670,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,20,Oat milk,200,SMALL,TRUE,21
ITEM12671_00,ORD12671,golden-spoon-001,PROD_GS_867,Tiramisu,DESSERT,ITALIAN,1,800,0,,800,MEDIUM,TRUE,5
ITEM12671_01,ORD12671,golden-spoon-001,PROD_GS_891,Lobster Thermidor,MAIN_COURSE,SEAFOOD,2,3500,0,,7000,LARGE,FALSE,11
ITEM12671_02,ORD12671,golden-spoon-001,PROD_GS_867,Tiramisu,DESSERT,ITALIAN,2,800,0,,1600,LARGE,TRUE,26
ITEM12671_03,ORD12671,golden-spoon-001,PROD_GS_867,Tiramisu,DESSERT,ITALIAN,2,800,0,,1600,SMALL,TRUE,10
ITEM12671_04,ORD12671,golden-spoon-001,PROD_GS_824,Truffle Risotto,MAIN_COURSE,ITALIAN,2,1200,0,,2400,SMALL,TRUE,6
ITEM12671_05,ORD12671,golden-spoon-001,PROD_GS_867,Tiramisu,DESSERT,ITALIAN,2,800,0,,1600,MEDIUM,TRUE,7
ITEM12673_00,ORD12673,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,MEDIUM,TRUE,7
ITEM12673_01,ORD12673,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,REGULAR,TRUE,13
ITEM12673_02,ORD12673,sweet-delights-002,PROD_SD_214,Chocolate Truffle Cake,CAKE,PREMIUM,1,500,0,,500,SMALL,TRUE,15
ITEM12673_03,ORD12673,sweet-delights-002,PROD_SD_214,Chocolate Truffle Cake,CAKE,PREMIUM,2,500,0,,1000,REGULAR,TRUE,5
ITEM12673_04,ORD12673,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,REGULAR,TRUE,20
ITEM12674_00,ORD12674,noodle-nation-001,PROD_NN_755,Chicken Fried Rice,RICE,ASIAN,1,300,0,,300,SMALL,FALSE,24
ITEM12674_01,ORD12674,noodle-nation-001,PROD_NN_739,Schezwan Noodles,NOODLES,ASIAN,2,280,0,,560,MEDIUM,TRUE,17
ITEM12675_00,ORD12675,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,1,120,0,,120,REGULAR,TRUE,21
ITEM12676_00,ORD12676,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,SMALL,FALSE,17
ITEM12676_01,ORD12676,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,LARGE,TRUE,29
ITEM12676_02,ORD12676,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,REGULAR,TRUE,11
ITEM12676_03,ORD12676,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,1,200,0,,200,SMALL,FALSE,20
ITEM12677_00,ORD12677,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,LARGE,FALSE,22
ITEM12677_01,ORD12677,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,1,250,0,,250,REGULAR,FALSE,21
ITEM12677_02,ORD12677,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,LARGE,TRUE,24
ITEM12678_00,ORD12678,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,MEDIUM,FALSE,18
ITEM12678_01,ORD12678,burger-blvd-001,PROD_BG_708,Chicken Wings,SIDES,CHICKEN,2,200,0,,400,SMALL,FALSE,22
ITEM12678_02,ORD12678,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,2,320,0,,640,MEDIUM,FALSE,8
ITEM12678_03,ORD12678,burger-blvd-001,PROD_BG_601,Classic Burger Combo,COMBO,MEAL,2,320,0,,640,MEDIUM,FALSE,10
ITEM12678_04,ORD12678,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,2,250,0,,500,LARGE,FALSE,19
ITEM12678_05,ORD12678,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,SMALL,TRUE,17
ITEM12679_00,ORD12679,crust-crumble-001,PROD_CC_223,Margherita Pizza,PIZZA,CLASSIC,2,320,0,,640,LARGE,TRUE,16
ITEM12680_00,ORD12680,sweet-delights-001,PROD_SD_328,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,SMALL,TRUE,8
ITEM12680_01,ORD12680,sweet-delights-001,PROD_SD_704,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,SMALL,TRUE,27
ITEM12681_00,ORD12681,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,LARGE,TRUE,9
ITEM12681_01,ORD12681,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,LARGE,TRUE,12
ITEM12683_00,ORD12683,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,2,50,0,,100,SMALL,TRUE,20
ITEM12683_01,ORD12683,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,1,80,0,,80,REGULAR,TRUE,9
ITEM12683_02,ORD12683,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,2,250,0,,500,MEDIUM,FALSE,22
ITEM12683_03,ORD12683,burger-blvd-001,PROD_BG_687,Coca Cola,BEVERAGE,SODA,1,50,0,,50,SMALL,TRUE,27
ITEM12683_04,ORD12683,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,2,250,0,,500,REGULAR,FALSE,28
ITEM12683_05,ORD12683,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,1,220,0,,220,REGULAR,TRUE,21
ITEM12684_00,ORD12684,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,1,120,0,,120,SMALL,TRUE,7
ITEM12684_01,ORD12684,sweet-delights-002,PROD_SD_858,Butter Croissant,BAKERY,PASTRY,1,80,0,,80,MEDIUM,TRUE,9
ITEM12685_00,ORD12685,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,0,,160,SMALL,TRUE,29
ITEM12686_00,ORD12686,crust-crumble-001,PROD_CC_250,Garlic Bread Sticks,SIDES,BREAD,2,120,0,,240,MEDIUM,TRUE,24
ITEM12686_01,ORD12686,crust-crumble-001,PROD_CC_206,Paneer Tikka Pizza,PIZZA,SPECIAL,2,480,0,,960,SMALL,TRUE,13
ITEM12687_00,ORD12687,golden-spoon-001,PROD_GS_823,Grilled Salmon,MAIN_COURSE,SEAFOOD,2,1800,0,,3600,MEDIUM,FALSE,26
ITEM12687_01,ORD12687,golden-spoon-001,PROD_GS_954,Red Wine,BEVERAGE,WINE,1,2500,0,,2500,LARGE,TRUE,23
ITEM12687_02,ORD12687,golden-spoon-001,PROD_GS_823,Grilled Salmon,MAIN_COURSE,SEAFOOD,2,1800,0,,3600,LARGE,FALSE,27
ITEM12687_03,ORD12687,golden-spoon-001,PROD_GS_954,Red Wine,BEVERAGE,WINE,2,2500,0,,5000,REGULAR,TRUE,25
ITEM12687_04,ORD12687,golden-spoon-001,PROD_GS_824,Truffle Risotto,MAIN_COURSE,ITALIAN,2,1200,0,,2400,MEDIUM,TRUE,21
ITEM12688_00,ORD12688,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,REGULAR,TRUE,14
ITEM12688_01,ORD12688,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,1,100,0,,100,MEDIUM,TRUE,9
ITEM12688_02,ORD12688,sweet-delights-002,PROD_SD_214,Chocolate Truffle Cake,CAKE,PREMIUM,1,500,0,,500,MEDIUM,TRUE,10
ITEM12688_03,ORD12688,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,REGULAR,TRUE,11
ITEM12688_04,ORD12688,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,REGULAR,TRUE,12
ITEM12689_00,ORD12689,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,SMALL,TRUE,27
ITEM12689_01,ORD12689,sweet-delights-001,PROD_SD_792,Butter Croissant,BAKERY,PASTRY,1,80,0,,80,SMALL,TRUE,24
ITEM12689_02,ORD12689,sweet-delights-001,PROD_SD_754,Chocolate Truffle Cake,CAKE,PREMIUM,2,500,0,,1000,LARGE,TRUE,17
ITEM12690_00,ORD12690,sweet-delights-001,PROD_SD_792,Butter Croissant,BAKERY,PASTRY,2,80,0,,160,LARGE,TRUE,28
ITEM12691_00,ORD12691,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,SMALL,TRUE,26
ITEM12691_01,ORD12691,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,SMALL,TRUE,21
ITEM12692_00,ORD12692,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,2,180,0,,360,LARGE,TRUE,12
ITEM12692_01,ORD12692,noodle-nation-001,PROD_NN_726,Manchurian,APPETIZER,ASIAN,2,220,0,,440,MEDIUM,TRUE,10
ITEM12693_00,ORD12693,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,REGULAR,TRUE,8
ITEM12693_01,ORD12693,sweet-delights-001,PROD_SD_328,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,REGULAR,TRUE,9
ITEM12693_02,ORD12693,sweet-delights-001,PROD_SD_704,Cinnamon Roll,BAKERY,PASTRY,1,100,0,,100,SMALL,TRUE,17
ITEM12693_03,ORD12693,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,MEDIUM,TRUE,26
ITEM12694_00,ORD12694,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,2,150,0,,300,SMALL,TRUE,7
ITEM12694_01,ORD12694,sweet-delights-002,PROD_SD_858,Butter Croissant,BAKERY,PASTRY,1,80,0,,80,SMALL,TRUE,6
ITEM12695_00,ORD12695,crust-crumble-001,PROD_CC_206,Paneer Tikka Pizza,PIZZA,SPECIAL,2,480,50,Extra cheese,1060,MEDIUM,TRUE,10
ITEM12695_01,ORD12695,crust-crumble-001,PROD_CC_206,Paneer Tikka Pizza,PIZZA,SPECIAL,1,480,50,Extra cheese,530,SMALL,TRUE,25
ITEM12695_02,ORD12695,crust-crumble-001,PROD_CC_223,Margherita Pizza,PIZZA,CLASSIC,1,320,50,Extra cheese,370,REGULAR,TRUE,13
ITEM12695_03,ORD12695,crust-crumble-001,PROD_CC_255,Pepperoni Pizza,PIZZA,PREMIUM,1,480,0,,480,REGULAR,FALSE,12
ITEM12695_04,ORD12695,crust-crumble-001,PROD_CC_250,Garlic Bread Sticks,SIDES,BREAD,2,120,0,,240,SMALL,TRUE,28
ITEM12696_00,ORD12696,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,2,220,0,,440,REGULAR,TRUE,14
ITEM12696_01,ORD12696,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,2,80,0,,160,REGULAR,TRUE,20
ITEM12696_02,ORD12696,burger-blvd-001,PROD_BG_640,Veggie Burger,MAIN,BURGER,2,220,0,,440,MEDIUM,TRUE,29
ITEM12697_00,ORD12697,bean-brew-001,PROD_BB_550,Club Sandwich,FOOD,SANDWICH,2,250,0,,500,REGULAR,FALSE,7
ITEM12697_01,ORD12697,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,1,150,0,,150,MEDIUM,TRUE,29
ITEM12697_02,ORD12697,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,1,80,20,Oat milk,100,SMALL,TRUE,5
ITEM12697_03,ORD12697,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,1,120,0,,120,MEDIUM,TRUE,12
ITEM12697_04,ORD12697,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,1,90,0,,90,MEDIUM,TRUE,18
ITEM12697_05,ORD12697,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,2,130,0,,260,MEDIUM,TRUE,13
ITEM12699_00,ORD12699,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,MEDIUM,TRUE,6
ITEM12699_01,ORD12699,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,SMALL,TRUE,6
ITEM12699_02,ORD12699,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,REGULAR,TRUE,26
ITEM12699_03,ORD12699,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,2,150,0,,300,REGULAR,TRUE,15
ITEM12699_04,ORD12699,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,LARGE,TRUE,14
ITEM12699_05,ORD12699,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,REGULAR,TRUE,13
ITEM12700_00,ORD12700,crust-crumble-001,PROD_CC_250,Garlic Bread Sticks,SIDES,BREAD,1,120,0,,120,REGULAR,TRUE,22
ITEM12701_00,ORD12701,sweet-delights-001,PROD_SD_328,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,MEDIUM,TRUE,15
ITEM12701_01,ORD12701,sweet-delights-001,PROD_SD_792,Butter Croissant,BAKERY,PASTRY,2,80,0,,160,MEDIUM,TRUE,10
ITEM12702_00,ORD12702,burger-blvd-001,PROD_BG_778,Fries,SIDES,SIDES,1,80,0,,80,SMALL,TRUE,28
ITEM12702_01,ORD12702,burger-blvd-001,PROD_BG_794,Chicken Burger,MAIN,BURGER,2,250,0,,500,REGULAR,FALSE,14
ITEM12703_00,ORD12703,bean-brew-001,PROD_BB_456,Blueberry Muffin,BAKERY,MUFFIN,2,80,0,,160,REGULAR,TRUE,18
ITEM12703_01,ORD12703,bean-brew-001,PROD_BB_579,Espresso,BEVERAGE,COFFEE,2,80,20,Oat milk,200,LARGE,TRUE,10
ITEM12704_00,ORD12704,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,REGULAR,TRUE,19
ITEM12704_01,ORD12704,sweet-delights-002,PROD_SD_214,Chocolate Truffle Cake,CAKE,PREMIUM,2,500,0,,1000,REGULAR,TRUE,16
ITEM12704_02,ORD12704,sweet-delights-002,PROD_SD_858,Butter Croissant,BAKERY,PASTRY,2,80,0,,160,SMALL,TRUE,12
ITEM12704_03,ORD12704,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,21
ITEM12704_04,ORD12704,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,MEDIUM,TRUE,24
ITEM12705_00,ORD12705,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,MEDIUM,TRUE,28
ITEM12705_01,ORD12705,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,REGULAR,TRUE,21
ITEM12705_02,ORD12705,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,MEDIUM,TRUE,29
ITEM12705_03,ORD12705,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,1,100,0,,100,SMALL,TRUE,20
ITEM12705_04,ORD12705,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,1,550,0,,550,MEDIUM,TRUE,28
ITEM12706_00,ORD12706,crust-crumble-001,PROD_CC_343,Cheese Burst Pizza,PIZZA,PREMIUM,1,550,90,"Extra cheese,Extra toppings",640,LARGE,TRUE,17
ITEM12707_00,ORD12707,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,15
ITEM12707_01,ORD12707,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,1,100,0,,100,REGULAR,TRUE,12
ITEM12707_02,ORD12707,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,2,600,0,,1200,LARGE,TRUE,14
ITEM12707_03,ORD12707,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,MEDIUM,TRUE,21
ITEM12707_04,ORD12707,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,LARGE,TRUE,28
ITEM12708_00,ORD12708,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,2,90,0,,180,LARGE,TRUE,6
ITEM12708_01,ORD12708,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,LARGE,TRUE,6
ITEM12709_00,ORD12709,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,MEDIUM,TRUE,13
ITEM12709_01,ORD12709,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,LARGE,TRUE,15
ITEM12709_02,ORD12709,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,2,120,0,,240,SMALL,TRUE,21
ITEM12710_00,ORD12710,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,1,90,0,,90,REGULAR,TRUE,15
ITEM12711_00,ORD12711,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,SMALL,TRUE,24
ITEM12711_01,ORD12711,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,REGULAR,TRUE,29
ITEM12711_02,ORD12711,sweet-delights-002,PROD_SD_204,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,REGULAR,TRUE,28
ITEM12712_00,ORD12712,golden-spoon-001,PROD_GS_823,Grilled Salmon,MAIN_COURSE,SEAFOOD,1,1800,0,,1800,MEDIUM,FALSE,21
ITEM12712_01,ORD12712,golden-spoon-001,PROD_GS_824,Truffle Risotto,MAIN_COURSE,ITALIAN,2,1200,0,,2400,REGULAR,TRUE,28
ITEM12712_02,ORD12712,golden-spoon-001,PROD_GS_824,Truffle Risotto,MAIN_COURSE,ITALIAN,1,1200,0,,1200,MEDIUM,TRUE,7
ITEM12712_03,ORD12712,golden-spoon-001,PROD_GS_897,Lamb Chops,MAIN_COURSE,MEAT,2,2200,0,,4400,MEDIUM,FALSE,11
ITEM12713_00,ORD12713,bean-brew-001,PROD_BB_514,Chocolate Brownie,BAKERY,DESSERT,2,110,0,,220,LARGE,TRUE,19
ITEM12714_00,ORD12714,noodle-nation-001,PROD_NN_895,Veg Fried Rice,RICE,ASIAN,1,250,0,,250,SMALL,TRUE,29
ITEM12714_01,ORD12714,noodle-nation-001,PROD_NN_895,Veg Fried Rice,RICE,ASIAN,2,250,0,,500,REGULAR,TRUE,19
ITEM12714_02,ORD12714,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,1,180,0,,180,LARGE,TRUE,12
ITEM12714_03,ORD12714,noodle-nation-001,PROD_NN_786,Spring Rolls,APPETIZER,ASIAN,1,180,0,,180,LARGE,TRUE,9
ITEM12714_04,ORD12714,noodle-nation-001,PROD_NN_895,Veg Fried Rice,RICE,ASIAN,1,250,0,,250,SMALL,TRUE,6
ITEM12715_00,ORD12715,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,20,Oat milk,150,LARGE,TRUE,5
ITEM12716_00,ORD12716,sweet-delights-002,PROD_SD_859,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,SMALL,TRUE,15
ITEM12716_01,ORD12716,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,1,150,0,,150,MEDIUM,TRUE,27
ITEM12716_02,ORD12716,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,MEDIUM,TRUE,5
ITEM12717_00,ORD12717,sweet-delights-001,PROD_SD_854,Chocolate Chip Cookies,BAKERY,COOKIES,1,120,0,,120,REGULAR,TRUE,19
ITEM12717_01,ORD12717,sweet-delights-001,PROD_SD_854,Chocolate Chip Cookies,BAKERY,COOKIES,1,120,0,,120,REGULAR,TRUE,10
ITEM12718_00,ORD12718,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,1,150,0,,150,MEDIUM,TRUE,20
ITEM12718_01,ORD12718,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,MEDIUM,TRUE,22
ITEM12718_02,ORD12718,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,2,600,0,,1200,LARGE,TRUE,5
ITEM12718_03,ORD12718,sweet-delights-001,PROD_SD_328,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,LARGE,TRUE,17
ITEM12719_00,ORD12719,sweet-delights-002,PROD_SD_532,Cinnamon Roll,BAKERY,PASTRY,2,100,0,,200,SMALL,TRUE,19
ITEM12719_01,ORD12719,sweet-delights-002,PROD_SD_189,Blueberry Muffin,BAKERY,MUFFIN,1,90,0,,90,REGULAR,TRUE,11
ITEM12719_02,ORD12719,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,1,650,0,,650,MEDIUM,TRUE,18
ITEM12719_03,ORD12719,sweet-delights-002,PROD_SD_242,Red Velvet Cake,CAKE,PREMIUM,2,650,0,,1300,REGULAR,TRUE,10
ITEM12719_04,ORD12719,sweet-delights-002,PROD_SD_350,Strawberry Cheesecake,CAKE,PREMIUM,2,600,0,,1200,MEDIUM,TRUE,6
ITEM12720_00,ORD12720,bean-brew-001,PROD_BB_583,Cappuccino,BEVERAGE,COFFEE,2,120,0,,240,LARGE,TRUE,10
ITEM12720_01,ORD12720,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,20,Oat milk,150,LARGE,TRUE,17
ITEM12720_02,ORD12720,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,1,150,20,Oat milk,170,MEDIUM,TRUE,16
ITEM12720_03,ORD12720,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,2,130,0,,260,REGULAR,TRUE,23
ITEM12721_00,ORD12721,sweet-delights-001,PROD_SD_854,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,SMALL,TRUE,19
ITEM12721_01,ORD12721,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,MEDIUM,TRUE,19
ITEM12721_02,ORD12721,sweet-delights-001,PROD_SD_792,Butter Croissant,BAKERY,PASTRY,1,80,0,,80,MEDIUM,TRUE,21
ITEM12721_03,ORD12721,sweet-delights-001,PROD_SD_125,Black Forest Cake,CAKE,PREMIUM,2,550,0,,1100,SMALL,TRUE,11
ITEM12721_04,ORD12721,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,MEDIUM,TRUE,17
ITEM12722_00,ORD12722,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,20,Oat milk,150,MEDIUM,TRUE,15
ITEM12722_01,ORD12722,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,1,90,0,,90,MEDIUM,TRUE,26
ITEM12722_02,ORD12722,bean-brew-001,PROD_BB_539,Cold Brew,BEVERAGE,COFFEE,1,150,0,,150,MEDIUM,TRUE,24
ITEM12722_03,ORD12722,bean-brew-001,PROD_BB_471,Veggie Wrap,FOOD,WRAP,1,220,0,,220,MEDIUM,TRUE,23
ITEM12722_04,ORD12722,bean-brew-001,PROD_BB_507,Iced Tea,BEVERAGE,TEA,1,90,0,,90,REGULAR,TRUE,7
ITEM12722_05,ORD12722,bean-brew-001,PROD_BB_566,Latte,BEVERAGE,COFFEE,1,130,0,,130,MEDIUM,TRUE,18
ITEM12724_00,ORD12724,sweet-delights-001,PROD_SD_854,Chocolate Chip Cookies,BAKERY,COOKIES,2,120,0,,240,REGULAR,TRUE,11
ITEM12724_01,ORD12724,sweet-delights-001,PROD_SD_381,Strawberry Cheesecake,CAKE,PREMIUM,1,600,0,,600,SMALL,TRUE,5
ITEM12724_02,ORD12724,sweet-delights-001,PROD_SD_704,Cinnamon Roll,BAKERY,PASTRY,1,100,0,,100,SMALL,TRUE,25
ITEM12724_03,ORD12724,sweet-delights-001,PROD_SD_132,Garlic Bread,BAKERY,BREAD,2,150,0,,300,MEDIUM,TRUE,19
ITEM12724_04,ORD12724,sweet-delights-001,PROD_SD_792,Butter Croissant,BAKERY,PASTRY,1,80,0,,80,LARGE,TRUE,5
ITEM12724_05,ORD12724,sweet-delights-001,PROD_SD_754,Chocolate Truffle Cake,CAKE,PREMIUM,2,500,0,,1000,MEDIUM,TRUE,16
ITEM12725_00,ORD12725,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,1,150,0,,150,SMALL,TRUE,12
ITEM12725_01,ORD12725,sweet-delights-002,PROD_SD_130,Garlic Bread,BAKERY,BREAD,2,150,0,,300,REGULAR,TRUE,23
