payment_id,order_id,restaurant_id,transaction_id,payment_method,payment_gateway,amount,gateway_fee,gst_on_fee,net_amount,status,settlement_date,settlement_status,refund_amount,fraud_score,currency,customer_payment_mode
PAY52538,ORD12538,sweet-delights-002,TXN_865236,UPI,RAZORPAY,389.26,9.73,1.75,377.78,SUCCESS,02-10-2025,PENDING,0,0.02,INR,DEBIT_CARD
PAY52539,ORD12539,sweet-delights-001,TXN_716374,UPI,PAYTM,411.26,10.28,1.85,399.13,SUCCESS,02-10-2025,SETTLED,0,0.16,INR,PHONEPE
PAY52540,ORD12540,sweet-delights-002,TXN_390797,WALLET,STRIPE,374.21,9.36,1.68,363.17,SUCCESS,02-10-2025,SETTLED,0,0.25,INR,DEBIT_CARD
PAY52541,ORD12541,golden-spoon-001,TXN_781002,UPI,RAZORPAY,4162.91,104.07,18.73,4040.1,SUCCESS,02-10-2025,SETTLED,0,0.04,INR,CASH
PAY52542,ORD12542,sweet-delights-001,TXN_863249,WALLET,MANUAL,340.96,8.52,1.53,330.9,SUCCESS,02-10-2025,PENDING,0,0.11,INR,PHONEPE
PAY52543,ORD12543,sweet-delights-002,TXN_360626,UPI,RAZORPAY,476.82,11.92,2.15,462.75,SUCCESS,02-10-2025,PENDING,0,0.07,INR,PHONEPE
PAY52544,ORD12544,sweet-delights-002,TXN_846346,WALLET,STRIPE,544.54,13.61,2.45,528.48,SUCCESS,02-10-2025,PENDING,0,0.24,INR,PHONEPE
PAY52545,ORD12545,golden-spoon-001,TXN_226913,WALLET,RAZORPAY,10178.59,254.46,45.8,9878.32,SUCCESS,02-10-2025,PENDING,0,0.28,INR,CREDIT_CARD
PAY52546,ORD12546,sweet-delights-002,TXN_665788,UPI,STRIPE,245.1,6.13,1.1,237.87,SUCCESS,02-10-2025,PENDING,0,0.19,INR,GPAY
PAY52547,ORD12547,sweet-delights-002,TXN_911519,WALLET,STRIPE,482.93,12.07,2.17,468.68,SUCCESS,02-10-2025,SETTLED,0,0.14,INR,PHONEPE
PAY52549,ORD12549,bean-brew-001,TXN_977696,UPI,PAYTM,314.85,7.87,1.42,305.56,SUCCESS,02-10-2025,PENDING,0,0.2,INR,DEBIT_CARD
PAY52550,ORD12550,bean-brew-001,TXN_774771,UPI,STRIPE,294.55,7.36,1.33,285.86,SUCCESS,02-10-2025,SETTLED,0,0.03,INR,CREDIT_CARD
PAY52551,ORD12551,bean-brew-001,TXN_617850,WALLET,PAYTM,229.21,5.73,1.03,222.45,SUCCESS,02-10-2025,SETTLED,0,0.11,INR,PAYTM
PAY52552,ORD12552,bean-brew-001,TXN_128508,CARD,PAYTM,341.48,8.54,1.54,331.41,SUCCESS,02-10-2025,SETTLED,0,0,INR,CREDIT_CARD
PAY52553,ORD12553,noodle-nation-001,TXN_824849,CASH,PAYTM,525.67,13.14,2.37,510.16,SUCCESS,02-10-2025,PENDING,0,0.17,INR,PAYTM
PAY52554,ORD12554,sweet-delights-002,TXN_183561,UPI,PAYTM,314.5,7.86,1.42,305.22,SUCCESS,02-10-2025,SETTLED,0,0.15,INR,CASH
PAY52555,ORD12555,burger-blvd-001,TXN_131033,WALLET,MANUAL,225.85,5.65,1.02,219.19,SUCCESS,02-10-2025,SETTLED,0,0.25,INR,GPAY
PAY52556,ORD12556,bean-brew-001,TXN_461825,CARD,STRIPE,103.63,2.59,0.47,100.57,SUCCESS,02-10-2025,SETTLED,0,0.24,INR,PAYTM
PAY52557,ORD12557,golden-spoon-001,TXN_843342,UPI,PAYTM,5939.75,148.49,26.73,5764.53,SUCCESS,02-10-2025,SETTLED,0,0.19,INR,PHONEPE
PAY52559,ORD12559,bean-brew-001,TXN_784159,CASH,PAYTM,507.13,12.68,2.28,492.17,SUCCESS,02-10-2025,SETTLED,0,0.14,INR,DEBIT_CARD
PAY52560,ORD12560,bean-brew-001,TXN_203532,WALLET,STRIPE,406.4,10.16,1.83,394.41,SUCCESS,02-10-2025,PENDING,0,0.15,INR,CREDIT_CARD
PAY52561,ORD12561,burger-blvd-001,TXN_130283,WALLET,RAZORPAY,500.15,12.5,2.25,485.4,SUCCESS,02-10-2025,PENDING,0,0.03,INR,DEBIT_CARD
PAY52562,ORD12562,crust-crumble-001,TXN_776008,CARD,MANUAL,875.27,21.88,3.94,849.45,SUCCESS,02-10-2025,SETTLED,0,0.08,INR,PHONEPE
PAY52563,ORD12563,sweet-delights-001,TXN_961380,UPI,MANUAL,522.18,13.05,2.35,506.78,SUCCESS,02-10-2025,SETTLED,0,0.13,INR,GPAY
PAY52564,ORD12564,crust-crumble-001,TXN_851098,CARD,PAYTM,443.98,11.1,2,430.88,SUCCESS,02-10-2025,PENDING,0,0.15,INR,DEBIT_CARD
PAY52565,ORD12565,sweet-delights-002,TXN_767153,CASH,RAZORPAY,473.94,11.85,2.13,459.96,SUCCESS,02-10-2025,SETTLED,0,0.28,INR,DEBIT_CARD
PAY52566,ORD12566,crust-crumble-001,TXN_545823,CASH,STRIPE,714.37,17.86,3.21,693.3,SUCCESS,02-10-2025,PENDING,0,0.15,INR,CREDIT_CARD
PAY52567,ORD12567,sweet-delights-001,TXN_645345,UPI,MANUAL,205.96,5.15,0.93,199.88,SUCCESS,02-10-2025,SETTLED,0,0.16,INR,CASH
PAY52569,ORD12569,sweet-delights-002,TXN_212062,WALLET,STRIPE,306.29,7.66,1.38,297.25,SUCCESS,02-10-2025,PENDING,0,0.12,INR,PAYTM
PAY52570,ORD12570,sweet-delights-001,TXN_977645,WALLET,RAZORPAY,593.01,14.83,2.67,575.52,SUCCESS,02-10-2025,SETTLED,0,0.21,INR,DEBIT_CARD
PAY52571,ORD12571,bean-brew-001,TXN_109707,UPI,PAYTM,212.52,5.31,0.96,206.25,SUCCESS,02-10-2025,SETTLED,0,0.24,INR,PHONEPE
PAY52573,ORD12573,sweet-delights-001,TXN_526291,CARD,STRIPE,338.14,8.45,1.52,328.16,SUCCESS,02-10-2025,SETTLED,0,0.14,INR,CREDIT_CARD
PAY52574,ORD12574,sweet-delights-002,TXN_526632,WALLET,STRIPE,487.71,12.19,2.19,473.32,SUCCESS,02-10-2025,PENDING,0,0.04,INR,CREDIT_CARD
PAY52575,ORD12575,burger-blvd-001,TXN_823410,WALLET,PAYTM,484.97,12.12,2.18,470.66,SUCCESS,02-10-2025,PENDING,0,0.15,INR,PHONEPE
PAY52576,ORD12576,sweet-delights-001,TXN_725102,CARD,STRIPE,361.33,9.03,1.63,350.67,SUCCESS,02-10-2025,PENDING,0,0.06,INR,DEBIT_CARD
PAY52577,ORD12577,sweet-delights-001,TXN_875408,WALLET,PAYTM,224.87,5.62,1.01,218.24,SUCCESS,02-10-2025,SETTLED,0,0.16,INR,CASH
PAY52578,ORD12578,bean-brew-001,TXN_634541,UPI,MANUAL,277.31,6.93,1.25,269.13,SUCCESS,02-10-2025,SETTLED,0,0.18,INR,CREDIT_CARD
PAY52579,ORD12579,burger-blvd-001,TXN_888993,UPI,PAYTM,628.53,15.71,2.83,609.99,SUCCESS,02-10-2025,SETTLED,0,0.24,INR,PHONEPE
PAY52580,ORD12580,sweet-delights-001,TXN_564411,CARD,RAZORPAY,586.84,14.67,2.64,569.53,SUCCESS,02-10-2025,PENDING,0,0.19,INR,CASH
PAY52581,ORD12581,bean-brew-001,TXN_136519,WALLET,RAZORPAY,346.58,8.66,1.56,336.36,SUCCESS,02-10-2025,PENDING,0,0.26,INR,PHONEPE
PAY52582,ORD12582,burger-blvd-001,TXN_609639,UPI,RAZORPAY,610.19,15.25,2.75,592.19,SUCCESS,02-10-2025,PENDING,0,0.04,INR,GPAY
PAY52583,ORD12583,sweet-delights-002,TXN_524838,CASH,STRIPE,157.47,3.94,0.71,152.82,SUCCESS,02-10-2025,SETTLED,0,0.12,INR,PAYTM
PAY52584,ORD12584,sweet-delights-001,TXN_167382,UPI,STRIPE,300.67,7.52,1.35,291.8,SUCCESS,02-10-2025,PENDING,0,0.01,INR,GPAY
PAY52585,ORD12585,burger-blvd-001,TXN_999168,CARD,RAZORPAY,412.21,10.31,1.85,400.05,SUCCESS,02-10-2025,PENDING,0,0.08,INR,DEBIT_CARD
PAY52586,ORD12586,sweet-delights-002,TXN_878595,CARD,RAZORPAY,334.69,8.37,1.51,324.82,SUCCESS,02-10-2025,SETTLED,0,0.09,INR,DEBIT_CARD
PAY52587,ORD12587,crust-crumble-001,TXN_884200,CASH,RAZORPAY,736.96,18.42,3.32,715.22,SUCCESS,02-10-2025,SETTLED,0,0.06,INR,CASH
PAY52588,ORD12588,sweet-delights-002,TXN_946818,CARD,RAZORPAY,445.34,11.13,2,432.2,SUCCESS,02-10-2025,PENDING,0,0.3,INR,CREDIT_CARD
PAY52589,ORD12589,noodle-nation-001,TXN_775419,CARD,RAZORPAY,548.99,13.72,2.47,532.79,SUCCESS,02-10-2025,PENDING,0,0.29,INR,PHONEPE
PAY52590,ORD12590,crust-crumble-001,TXN_761327,UPI,RAZORPAY,693.54,17.34,3.12,673.08,SUCCESS,02-10-2025,SETTLED,0,0.15,INR,DEBIT_CARD
PAY52591,ORD12591,sweet-delights-001,TXN_574008,CARD,MANUAL,665.91,16.65,3,646.27,SUCCESS,02-10-2025,SETTLED,0,0.11,INR,DEBIT_CARD
PAY52592,ORD12592,sweet-delights-002,TXN_215724,CASH,PAYTM,464.36,11.61,2.09,450.66,SUCCESS,02-10-2025,PENDING,0,0.08,INR,DEBIT_CARD
PAY52593,ORD12593,sweet-delights-001,TXN_624656,CASH,PAYTM,371.09,9.28,1.67,360.14,SUCCESS,02-10-2025,SETTLED,0,0.1,INR,PHONEPE
PAY52594,ORD12594,noodle-nation-001,TXN_232661,CASH,STRIPE,744.42,18.61,3.35,722.46,SUCCESS,02-10-2025,PENDING,0,0.12,INR,PHONEPE
PAY52595,ORD12595,sweet-delights-002,TXN_816105,UPI,PAYTM,449.23,11.23,2.02,435.98,SUCCESS,02-10-2025,PENDING,0,0.21,INR,PHONEPE
PAY52596,ORD12596,sweet-delights-001,TXN_495217,UPI,PAYTM,319.12,7.98,1.44,309.71,SUCCESS,03-10-2025,SETTLED,0,0.06,INR,PAYTM
PAY52597,ORD12597,noodle-nation-001,TXN_813719,WALLET,RAZORPAY,313.78,7.84,1.41,304.52,SUCCESS,03-10-2025,SETTLED,0,0.22,INR,GPAY
PAY52598,ORD12598,sweet-delights-001,TXN_671150,UPI,MANUAL,424.8,10.62,1.91,412.27,SUCCESS,03-10-2025,SETTLED,0,0.23,INR,DEBIT_CARD
PAY52599,ORD12599,bean-brew-001,TXN_490885,CASH,PAYTM,438.09,10.95,1.97,425.17,SUCCESS,03-10-2025,SETTLED,0,0.21,INR,PHONEPE
PAY52600,ORD12600,sweet-delights-001,TXN_488435,WALLET,STRIPE,165.48,4.14,0.74,160.6,SUCCESS,03-10-2025,PENDING,0,0.27,INR,PAYTM
PAY52601,ORD12601,noodle-nation-001,TXN_747354,CARD,STRIPE,421.26,10.53,1.9,408.83,SUCCESS,03-10-2025,PENDING,0,0.08,INR,CREDIT_CARD
PAY52602,ORD12602,noodle-nation-001,TXN_273444,CASH,RAZORPAY,545.12,13.63,2.45,529.04,SUCCESS,03-10-2025,SETTLED,0,0.14,INR,CREDIT_CARD
PAY52603,ORD12603,sweet-delights-001,TXN_435569,UPI,MANUAL,322.97,8.07,1.45,313.44,SUCCESS,03-10-2025,SETTLED,0,0.13,INR,DEBIT_CARD
PAY52604,ORD12604,bean-brew-001,TXN_959527,WALLET,MANUAL,220.83,5.52,0.99,214.32,SUCCESS,03-10-2025,PENDING,0,0.25,INR,GPAY
PAY52605,ORD12605,noodle-nation-001,TXN_211545,WALLET,RAZORPAY,465.61,11.64,2.1,451.87,SUCCESS,03-10-2025,SETTLED,0,0.03,INR,CREDIT_CARD
PAY52606,ORD12606,crust-crumble-001,TXN_686088,UPI,RAZORPAY,449.89,11.25,2.02,436.62,SUCCESS,03-10-2025,SETTLED,0,0.04,INR,GPAY
PAY52607,ORD12607,noodle-nation-001,TXN_776254,UPI,RAZORPAY,327.24,8.18,1.47,317.59,SUCCESS,03-10-2025,SETTLED,0,0.09,INR,CASH
PAY52608,ORD12608,bean-brew-001,TXN_215071,CASH,STRIPE,804.58,20.11,3.62,780.84,SUCCESS,03-10-2025,SETTLED,0,0.15,INR,PHONEPE
PAY52609,ORD12609,sweet-delights-002,TXN_892335,WALLET,RAZORPAY,460.38,11.51,2.07,446.8,SUCCESS,03-10-2025,PENDING,0,0.12,INR,GPAY
PAY52610,ORD12610,sweet-delights-001,TXN_921106,CASH,RAZORPAY,518.38,12.96,2.33,503.09,SUCCESS,03-10-2025,SETTLED,0,0.04,INR,GPAY
PAY52611,ORD12611,burger-blvd-001,TXN_871758,CASH,MANUAL,420.32,10.51,1.89,407.92,SUCCESS,03-10-2025,SETTLED,0,0.3,INR,CREDIT_CARD
PAY52612,ORD12612,bean-brew-001,TXN_588874,UPI,RAZORPAY,420.57,10.51,1.89,408.16,SUCCESS,03-10-2025,PENDING,0,0.08,INR,PAYTM
PAY52613,ORD12613,sweet-delights-001,TXN_945505,CASH,RAZORPAY,737.99,18.45,3.32,716.22,SUCCESS,03-10-2025,PENDING,0,0.27,INR,CASH
PAY52614,ORD12614,bean-brew-001,TXN_928231,WALLET,STRIPE,359.96,9,1.62,349.34,SUCCESS,03-10-2025,PENDING,0,0.06,INR,CASH
PAY52615,ORD12615,crust-crumble-001,TXN_937293,CARD,MANUAL,434.81,10.87,1.96,421.98,SUCCESS,03-10-2025,PENDING,0,0.28,INR,CREDIT_CARD
PAY52616,ORD12616,crust-crumble-001,TXN_304808,CASH,RAZORPAY,933.15,23.33,4.2,905.62,SUCCESS,03-10-2025,PENDING,0,0.21,INR,CREDIT_CARD
PAY52617,ORD12617,sweet-delights-002,TXN_339351,WALLET,PAYTM,538.26,13.46,2.42,522.38,SUCCESS,03-10-2025,PENDING,0,0.17,INR,GPAY
PAY52618,ORD12618,sweet-delights-001,TXN_744119,UPI,PAYTM,687.9,17.2,3.1,667.61,SUCCESS,03-10-2025,SETTLED,0,0.29,INR,DEBIT_CARD
PAY52619,ORD12619,noodle-nation-001,TXN_613629,UPI,STRIPE,579.87,14.5,2.61,562.76,SUCCESS,03-10-2025,SETTLED,0,0.2,INR,PHONEPE
PAY52620,ORD12620,sweet-delights-001,TXN_382963,UPI,MANUAL,343.85,8.6,1.55,333.71,SUCCESS,03-10-2025,SETTLED,0,0.02,INR,CASH
PAY52623,ORD12623,noodle-nation-001,TXN_897681,UPI,MANUAL,254.09,6.35,1.14,246.59,SUCCESS,03-10-2025,PENDING,0,0.09,INR,PHONEPE
PAY52624,ORD12624,crust-crumble-001,TXN_283271,WALLET,MANUAL,296.02,7.4,1.33,287.29,SUCCESS,03-10-2025,PENDING,0,0.24,INR,GPAY
PAY52625,ORD12625,sweet-delights-001,TXN_712024,CARD,RAZORPAY,163.97,4.1,0.74,159.13,SUCCESS,03-10-2025,SETTLED,0,0.09,INR,CASH
PAY52626,ORD12626,bean-brew-001,TXN_743958,UPI,STRIPE,601.24,15.03,2.71,583.5,SUCCESS,03-10-2025,PENDING,0,0.12,INR,GPAY
PAY52628,ORD12628,burger-blvd-001,TXN_558618,WALLET,STRIPE,433.96,10.85,1.95,421.16,SUCCESS,03-10-2025,PENDING,0,0.16,INR,GPAY
PAY52629,ORD12629,sweet-delights-001,TXN_621675,CASH,STRIPE,610.35,15.26,2.75,592.34,SUCCESS,03-10-2025,PENDING,0,0.19,INR,PAYTM
PAY52630,ORD12630,sweet-delights-001,TXN_265372,CARD,STRIPE,450.5,11.26,2.03,437.21,SUCCESS,03-10-2025,SETTLED,0,0.18,INR,GPAY
PAY52631,ORD12631,sweet-delights-002,TXN_176079,WALLET,MANUAL,495.69,12.39,2.23,481.07,SUCCESS,03-10-2025,SETTLED,0,0.27,INR,DEBIT_CARD
PAY52632,ORD12632,crust-crumble-001,TXN_756205,CASH,MANUAL,482.56,12.06,2.17,468.32,SUCCESS,03-10-2025,SETTLED,0,0.12,INR,CREDIT_CARD
PAY52634,ORD12634,sweet-delights-001,TXN_107030,UPI,RAZORPAY,289.25,7.23,1.3,280.72,SUCCESS,03-10-2025,PENDING,0,0.12,INR,CREDIT_CARD
PAY52635,ORD12635,noodle-nation-001,TXN_836883,UPI,PAYTM,555.64,13.89,2.5,539.25,SUCCESS,03-10-2025,PENDING,0,0.03,INR,CREDIT_CARD
PAY52636,ORD12636,crust-crumble-001,TXN_202499,CARD,RAZORPAY,631.15,15.78,2.84,612.53,SUCCESS,03-10-2025,PENDING,0,0.28,INR,DEBIT_CARD
PAY52638,ORD12638,sweet-delights-001,TXN_367668,WALLET,STRIPE,349.58,8.74,1.57,339.27,SUCCESS,03-10-2025,SETTLED,0,0.25,INR,CASH
PAY52640,ORD12640,sweet-delights-001,TXN_159001,CARD,PAYTM,519.24,12.98,2.34,503.92,SUCCESS,03-10-2025,SETTLED,0,0.3,INR,DEBIT_CARD
PAY52641,ORD12641,burger-blvd-001,TXN_140778,CASH,STRIPE,195.18,4.88,0.88,189.42,SUCCESS,03-10-2025,SETTLED,0,0.22,INR,PHONEPE
PAY52642,ORD12642,sweet-delights-001,TXN_697527,CASH,RAZORPAY,518.98,12.97,2.34,503.67,SUCCESS,03-10-2025,SETTLED,0,0.01,INR,CASH
PAY52643,ORD12643,crust-crumble-001,TXN_951357,WALLET,STRIPE,296.73,7.42,1.34,287.98,SUCCESS,03-10-2025,PENDING,0,0.28,INR,PAYTM
PAY52644,ORD12644,sweet-delights-001,TXN_949389,CASH,MANUAL,339.72,8.49,1.53,329.7,SUCCESS,03-10-2025,SETTLED,0,0.04,INR,CASH
PAY52645,ORD12645,sweet-delights-002,TXN_621413,WALLET,MANUAL,560.14,14,2.52,543.62,SUCCESS,03-10-2025,PENDING,0,0.19,INR,DEBIT_CARD
PAY52646,ORD12646,bean-brew-001,TXN_817076,CASH,STRIPE,364.93,9.12,1.64,354.16,SUCCESS,03-10-2025,SETTLED,0,0.09,INR,CREDIT_CARD
PAY52647,ORD12647,golden-spoon-001,TXN_628642,UPI,STRIPE,7172.62,179.32,32.28,6961.03,SUCCESS,03-10-2025,SETTLED,0,0.27,INR,GPAY
PAY52648,ORD12648,crust-crumble-001,TXN_104196,CARD,STRIPE,182.09,4.55,0.82,176.72,SUCCESS,03-10-2025,SETTLED,0,0.07,INR,PAYTM
PAY52649,ORD12649,sweet-delights-001,TXN_793255,WALLET,MANUAL,565.81,14.15,2.55,549.12,SUCCESS,03-10-2025,SETTLED,0,0.25,INR,DEBIT_CARD
PAY52650,ORD12650,sweet-delights-002,TXN_258790,WALLET,STRIPE,450.61,11.27,2.03,437.32,SUCCESS,03-10-2025,SETTLED,0,0.05,INR,PHONEPE
PAY52651,ORD12651,sweet-delights-002,TXN_442201,WALLET,MANUAL,167.63,4.19,0.75,162.68,SUCCESS,03-10-2025,SETTLED,0,0.1,INR,PAYTM
PAY52652,ORD12652,sweet-delights-001,TXN_575049,UPI,MANUAL,350.14,8.75,1.58,339.81,SUCCESS,03-10-2025,PENDING,0,0.11,INR,DEBIT_CARD
PAY52653,ORD12653,burger-blvd-001,TXN_762079,CARD,STRIPE,458.65,11.47,2.06,445.12,SUCCESS,03-10-2025,PENDING,0,0.18,INR,PHONEPE
PAY52656,ORD12656,crust-crumble-001,TXN_734841,WALLET,RAZORPAY,486.7,12.17,2.19,472.34,SUCCESS,03-10-2025,PENDING,0,0.11,INR,PHONEPE
PAY52657,ORD12657,bean-brew-001,TXN_996849,CASH,MANUAL,674.94,16.87,3.04,655.03,SUCCESS,03-10-2025,PENDING,0,0.13,INR,PAYTM
PAY52658,ORD12658,noodle-nation-001,TXN_896630,WALLET,RAZORPAY,405.03,10.13,1.82,393.08,SUCCESS,03-10-2025,SETTLED,0,0.05,INR,GPAY
PAY52659,ORD12659,sweet-delights-001,TXN_281700,CASH,STRIPE,275.06,6.88,1.24,266.95,SUCCESS,03-10-2025,PENDING,0,0.11,INR,CREDIT_CARD
PAY52660,ORD12660,golden-spoon-001,TXN_813954,CARD,MANUAL,9566.47,239.16,43.05,9284.26,SUCCESS,03-10-2025,SETTLED,0,0.27,INR,CASH
PAY52661,ORD12661,sweet-delights-002,TXN_277178,WALLET,RAZORPAY,125.52,3.14,0.56,121.82,SUCCESS,03-10-2025,PENDING,0,0.1,INR,PHONEPE
PAY52662,ORD12662,sweet-delights-001,TXN_774159,CARD,RAZORPAY,307.29,7.68,1.38,298.22,SUCCESS,03-10-2025,PENDING,0,0.07,INR,GPAY
PAY52663,ORD12663,crust-crumble-001,TXN_405883,CARD,STRIPE,1029.18,25.73,4.63,998.82,SUCCESS,03-10-2025,SETTLED,0,0.11,INR,CREDIT_CARD
PAY52666,ORD12666,golden-spoon-001,TXN_484830,UPI,MANUAL,5509.2,137.73,24.79,5346.68,SUCCESS,03-10-2025,PENDING,0,0.19,INR,GPAY
PAY52667,ORD12667,sweet-delights-001,TXN_404269,UPI,MANUAL,379.87,9.5,1.71,368.66,SUCCESS,03-10-2025,PENDING,0,0.11,INR,GPAY
PAY52668,ORD12668,bean-brew-001,TXN_301551,WALLET,STRIPE,303.06,7.58,1.36,294.12,SUCCESS,03-10-2025,PENDING,0,0.1,INR,GPAY
PAY52670,ORD12670,bean-brew-001,TXN_182692,CARD,STRIPE,491.22,12.28,2.21,476.73,SUCCESS,03-10-2025,PENDING,0,0.16,INR,DEBIT_CARD
PAY52671,ORD12671,golden-spoon-001,TXN_171360,CASH,RAZORPAY,8812.84,220.32,39.66,8552.86,SUCCESS,03-10-2025,PENDING,0,0.05,INR,GPAY
PAY52673,ORD12673,sweet-delights-002,TXN_946806,UPI,STRIPE,601.48,15.04,2.71,583.74,SUCCESS,03-10-2025,SETTLED,0,0.21,INR,PHONEPE
PAY52674,ORD12674,noodle-nation-001,TXN_274414,CARD,RAZORPAY,507.54,12.69,2.28,492.57,SUCCESS,03-10-2025,PENDING,0,0.14,INR,CREDIT_CARD
PAY52675,ORD12675,bean-brew-001,TXN_187143,CARD,RAZORPAY,425.75,10.64,1.92,413.19,SUCCESS,03-10-2025,SETTLED,0,0.18,INR,CASH
PAY52676,ORD12676,burger-blvd-001,TXN_193549,UPI,RAZORPAY,275.41,6.89,1.24,267.29,SUCCESS,03-10-2025,SETTLED,0,0,INR,PHONEPE
PAY52677,ORD12677,burger-blvd-001,TXN_487183,CASH,RAZORPAY,294.85,7.37,1.33,286.15,SUCCESS,03-10-2025,PENDING,0,0.18,INR,PAYTM
PAY52678,ORD12678,burger-blvd-001,TXN_737098,UPI,PAYTM,383.53,9.59,1.73,372.22,SUCCESS,03-10-2025,PENDING,0,0.28,INR,CASH
PAY52679,ORD12679,crust-crumble-001,TXN_991444,CASH,MANUAL,735.49,18.39,3.31,713.79,SUCCESS,03-10-2025,SETTLED,0,0.09,INR,PHONEPE
PAY52680,ORD12680,sweet-delights-001,TXN_601216,CARD,PAYTM,342.07,8.55,1.54,331.98,SUCCESS,03-10-2025,SETTLED,0,0.21,INR,GPAY
PAY52681,ORD12681,sweet-delights-001,TXN_396700,CARD,RAZORPAY,100,2.5,0.45,97.05,SUCCESS,03-10-2025,PENDING,0,0.17,INR,GPAY
PAY52683,ORD12683,burger-blvd-001,TXN_925717,CASH,STRIPE,617.13,15.43,2.78,598.92,SUCCESS,03-10-2025,PENDING,0,0.11,INR,DEBIT_CARD
PAY52684,ORD12684,sweet-delights-002,TXN_622869,CARD,PAYTM,440.44,11.01,1.98,427.45,SUCCESS,03-10-2025,SETTLED,0,0.08,INR,CASH
PAY52685,ORD12685,bean-brew-001,TXN_839683,CARD,MANUAL,215.49,5.39,0.97,209.13,SUCCESS,03-10-2025,PENDING,0,0.2,INR,CASH
PAY52686,ORD12686,crust-crumble-001,TXN_564886,UPI,PAYTM,259.04,6.48,1.17,251.4,SUCCESS,03-10-2025,SETTLED,0,0.08,INR,CREDIT_CARD
PAY52687,ORD12687,golden-spoon-001,TXN_748199,CARD,PAYTM,4854.23,121.36,21.84,4711.03,SUCCESS,03-10-2025,SETTLED,0,0.27,INR,GPAY
PAY52688,ORD12688,sweet-delights-002,TXN_809021,CASH,STRIPE,439.34,10.98,1.98,426.38,SUCCESS,03-10-2025,SETTLED,0,0.28,INR,GPAY
PAY52689,ORD12689,sweet-delights-001,TXN_623937,UPI,MANUAL,444.25,11.11,2,431.14,SUCCESS,03-10-2025,PENDING,0,0.29,INR,PAYTM
PAY52690,ORD12690,sweet-delights-001,TXN_477059,WALLET,STRIPE,330.6,8.27,1.49,320.85,SUCCESS,03-10-2025,PENDING,0,0.29,INR,PAYTM
PAY52691,ORD12691,sweet-delights-001,TXN_571454,WALLET,RAZORPAY,266.07,6.65,1.2,258.22,SUCCESS,03-10-2025,SETTLED,0,0.19,INR,PAYTM
PAY52692,ORD12692,noodle-nation-001,TXN_758646,CARD,RAZORPAY,353.46,8.84,1.59,343.03,SUCCESS,03-10-2025,SETTLED,0,0.14,INR,DEBIT_CARD
PAY52693,ORD12693,sweet-delights-001,TXN_894303,CASH,PAYTM,248.24,6.21,1.12,240.92,SUCCESS,03-10-2025,SETTLED,0,0.19,INR,DEBIT_CARD
PAY52694,ORD12694,sweet-delights-002,TXN_544481,CASH,PAYTM,606.01,15.15,2.73,588.13,SUCCESS,03-10-2025,SETTLED,0,0.05,INR,PAYTM
PAY52695,ORD12695,crust-crumble-001,TXN_865561,CARD,RAZORPAY,893.7,22.34,4.02,867.34,SUCCESS,03-10-2025,PENDING,0,0.13,INR,GPAY
PAY52696,ORD12696,burger-blvd-001,TXN_617976,CASH,MANUAL,395.81,9.9,1.78,384.13,SUCCESS,03-10-2025,SETTLED,0,0.11,INR,DEBIT_CARD
PAY52697,ORD12697,bean-brew-001,TXN_746170,CASH,MANUAL,348.38,8.71,1.57,338.1,SUCCESS,03-10-2025,SETTLED,0,0.08,INR,DEBIT_CARD
PAY52699,ORD12699,sweet-delights-002,TXN_130070,CARD,MANUAL,256.46,6.41,1.15,248.89,SUCCESS,03-10-2025,PENDING,0,0.09,INR,PHONEPE
PAY52700,ORD12700,crust-crumble-001,TXN_277229,WALLET,STRIPE,474.47,11.86,2.14,460.47,SUCCESS,03-10-2025,SETTLED,0,0.28,INR,PAYTM
PAY52701,ORD12701,sweet-delights-001,TXN_203803,CASH,RAZORPAY,463.88,11.6,2.09,450.2,SUCCESS,03-10-2025,PENDING,0,0.02,INR,CREDIT_CARD
PAY52702,ORD12702,burger-blvd-001,TXN_548961,CARD,STRIPE,280.82,7.02,1.26,272.54,SUCCESS,03-10-2025,SETTLED,0,0.18,INR,GPAY
PAY52703,ORD12703,bean-brew-001,TXN_405945,CARD,MANUAL,379.38,9.48,1.71,368.19,SUCCESS,03-10-2025,SETTLED,0,0.08,INR,PHONEPE
PAY52704,ORD12704,sweet-delights-002,TXN_769191,WALLET,STRIPE,503.02,12.58,2.26,488.18,SUCCESS,03-10-2025,PENDING,0,0.19,INR,GPAY
PAY52705,ORD12705,sweet-delights-002,TXN_372485,CASH,MANUAL,357.65,8.94,1.61,347.1,SUCCESS,03-10-2025,PENDING,0,0,INR,PAYTM
PAY52706,ORD12706,crust-crumble-001,TXN_542320,CASH,RAZORPAY,768.91,19.22,3.46,746.23,SUCCESS,03-10-2025,PENDING,0,0,INR,PAYTM
PAY52707,ORD12707,sweet-delights-002,TXN_630895,CARD,RAZORPAY,360.45,9.01,1.62,349.82,SUCCESS,04-10-2025,PENDING,0,0.21,INR,DEBIT_CARD
PAY52708,ORD12708,bean-brew-001,TXN_125915,WALLET,STRIPE,229.07,5.73,1.03,222.31,SUCCESS,04-10-2025,PENDING,0,0.13,INR,DEBIT_CARD
